Gender,Marital_status,Nationality,Age_at_enrollment,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Attendance,Educational_special_needs,International,Application_mode,Application_order,Previous_qualification,Course,Previous_qualification_(grade),Admission_grade,Curricular_units_1st_sem_(enrolled),Curricular_units_2nd_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_2nd_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_2nd_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_2nd_sem_(grade),GDP,Inflation_rate,Unemployment_rate,Target,Curricular_units_1st_sem_(credited),Curricular_units_2nd_sem_(credited),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(without_evaluations)
1,1,1,19,0,0,0,4,3,8,4,0,1,0,0,1,2,2,8,162.67105311082685,163.56048087630103,3,2,2,1,3,2,14.033788732670583,13.826435938518856,2.9876053033004286,1.4877310011260187,7.086251733636536,Dropout,0,1,0,0
1,1,2,18,0,0,1,4,4,1,10,0,1,0,0,2,1,2,4,167.141124918211,166.6528843422869,6,7,6,7,3,4,15.006967688793166,14.861955510917895,2.0052807522283103,1.2186745027898973,8.033825063723718,Dropout,0,0,0,0
0,1,2,17,0,1,0,6,2,1,1,1,1,0,0,3,2,2,8,169.2307194792208,178.4170635855407,5,5,5,4,2,1,15.191580013898431,15.429403762199062,1.8824004150428382,1.8665356110428502,11.260372420917804,Dropout,2,0,0,0
1,1,1,26,1,0,0,2,2,3,2,0,1,0,0,1,1,2,2,163.41787202301077,167.83908906982495,4,3,4,5,2,1,12.605116574568347,12.011133766535885,2.387791194426182,1.2910024965621865,4.541906254559855,Enrolled,1,0,0,0
0,2,1,20,0,1,0,1,4,3,4,0,0,0,0,1,1,4,6,144.26124866664847,146.7613476991172,5,5,6,7,5,4,13.298901060100992,14.1746669030646,1.8246654135444396,1.9995126684187672,4.451342340279234,Graduate,0,0,0,0
1,1,1,19,0,0,0,1,3,9,1,1,1,0,0,1,5,2,6,151.92749616185807,147.19380891149322,6,5,5,5,3,4,13.015156156760497,12.265460211188866,1.7814907779883349,1.2089716751930943,4.247409773652819,Dropout,0,1,0,0
1,1,1,18,0,0,0,2,3,7,7,0,1,1,0,3,1,3,5,130.6876692101311,136.18162209970703,6,6,4,5,5,6,14.599332808770948,14.884249297563635,2.315804557721627,1.3869049946185488,6.817109294074583,Dropout,1,0,0,0
1,1,1,22,0,0,0,3,2,4,6,0,1,0,0,5,1,2,7,122.95828317831742,132.30881578696736,5,6,6,5,5,5,17.663213997353623,18.5916806600567,1.2489722035705648,1.8665656981370025,7.723587664781337,Graduate,0,0,0,0
1,2,1,24,1,1,0,5,2,1,7,1,1,0,0,1,1,2,7,166.45738603915694,168.53368499959794,5,5,3,3,5,5,13.539333906132965,12.739127924606542,1.6391294591178291,1.6753484598603328,6.40481661486664,Graduate,0,0,1,0
1,2,1,21,0,0,0,6,5,3,1,0,1,0,0,2,1,2,7,139.5184938139978,138.88628245783318,4,4,2,1,1,1,16.32481121690352,16.723227891569103,0.6153448186663049,2.0028356238743186,4.085316751016862,Graduate,0,0,0,0
1,2,1,24,0,0,0,2,2,4,5,0,0,0,0,5,4,2,1,156.53029858149796,156.888684068725,4,4,5,6,4,4,16.07711511205763,13.905534550749692,3.566073441418453,1.2116671802987256,5.373328650646632,Graduate,1,0,0,0
0,1,1,19,1,1,0,3,3,7,7,1,1,0,0,1,4,4,7,145.0322795073182,141.23446153405996,3,3,1,0,3,2,18.257976333955654,17.930415932175677,3.0423343806400247,1.911701030580997,4.92629424702643,Graduate,0,0,0,0
0,1,1,23,0,0,0,1,3,3,3,0,1,0,0,1,2,2,1,181.19348833794336,174.46537228477632,3,3,3,4,3,3,13.8719745211224,14.000262576559837,2.9694042261681544,0.8485253272021804,3.070007122038039,Enrolled,0,1,1,0
1,2,1,17,0,0,0,1,5,7,1,1,1,0,0,1,1,2,1,154.5529678175524,151.6370991817901,3,3,1,2,1,0,17.594961496078152,16.33596431963587,2.594607174256433,0.6475122329222694,6.015001689477972,Dropout,0,0,0,0
0,3,1,21,0,0,0,4,5,9,2,0,1,0,0,2,1,2,3,193.76118168432993,185.12702644834317,6,7,7,6,2,3,14.479666671761642,14.614980695895799,3.8992595602836086,1.0596850913290519,4.755944108573844,Dropout,0,0,0,0
1,3,1,18,0,0,1,2,3,4,9,1,1,0,0,1,5,2,8,154.5838670538753,160.973943612672,6,5,6,6,1,2,13.98557654266542,14.575096131719713,2.0630879431609035,1.4432859517934875,9.398576303644298,Dropout,0,0,0,1
0,3,1,19,0,0,0,6,5,6,5,1,0,1,0,1,1,2,3,149.11527959381738,149.53343135796817,3,4,1,0,1,0,13.519990813932527,12.479187640257997,2.487133768107914,2.0314184028435465,8.185521647897287,Dropout,0,0,0,1
1,1,1,18,0,0,1,1,4,7,7,0,0,0,0,3,1,3,7,154.9131957059949,151.00142341939178,4,5,5,5,3,2,15.354852659313712,14.257089412406623,3.5810416292115526,1.2991183549115373,5.508258447186766,Graduate,0,1,1,2
1,1,1,23,0,0,0,4,3,3,2,0,1,0,0,1,4,3,6,166.67450610525626,160.3680226278176,3,4,1,1,3,3,16.385326171614924,16.6384182456334,1.4846153196610903,2.358382054755659,4.836644749131131,Graduate,0,0,0,0
1,1,1,20,0,0,0,2,3,7,7,0,1,0,0,1,1,3,8,150.20360468369051,167.12245032606086,6,6,7,7,1,1,14.158978569785837,13.278360656989594,2.041220218938304,0.7272266255701113,4.243964916187981,Graduate,0,0,0,0
0,1,1,17,0,0,0,2,2,5,7,1,1,0,0,4,2,2,8,174.73617907786902,174.62970089495224,5,6,6,5,5,5,14.343756087538418,14.112652506998456,3.1202217080875214,1.1248167566573173,6.152415650736086,Graduate,0,0,0,0
1,1,2,30,0,0,0,3,5,9,4,0,0,0,0,1,4,3,2,162.57091199847943,162.81985846135973,3,3,4,3,1,1,17.740167515103096,17.668546617577867,3.3132413080074485,2.1015704010426086,9.351122828879324,Graduate,0,0,0,0
1,1,1,28,0,0,0,4,6,4,8,0,1,0,0,3,1,2,3,147.4238043134432,146.92530147279302,6,5,4,3,5,4,16.36334855011485,17.525331320126774,1.291736649491599,1.7079922221552521,4.661374844346611,Graduate,0,0,0,0
1,1,1,22,0,0,0,3,5,5,3,1,1,0,0,1,3,2,4,158.33005165697043,160.9164063631105,3,3,2,3,3,2,14.745429858196665,13.605126463613345,1.056259287265259,0.9993602756135672,5.990623877458792,Dropout,0,1,0,0
1,1,1,21,0,0,0,4,3,7,2,0,0,0,0,2,3,2,2,162.01473307070728,158.256453576746,6,7,4,4,6,5,16.926837948602646,18.498669606169237,1.2145627659687523,1.5057781219590196,3.570211340784825,Graduate,1,0,0,0
0,1,1,27,0,0,1,2,2,9,2,1,0,0,0,1,1,2,6,123.50168811839819,125.30356961345834,6,6,5,5,4,4,13.727868960023567,13.32736600529106,1.5697262018229217,2.0271039409798055,6.111968314362841,Graduate,0,0,0,0
0,1,1,18,0,0,0,1,1,6,4,0,1,0,0,1,1,2,5,152.44812012668365,152.63779267549313,4,3,5,6,3,3,16.02308730890736,15.65631541166168,2.26803889391962,1.9080825654700089,9.094822163014355,Graduate,0,0,0,0
0,2,2,23,1,0,0,2,3,7,10,0,1,0,0,1,3,4,2,142.33410390215863,152.56375394675163,6,5,6,7,3,2,16.991426310223527,17.776013884743648,1.3948671583972323,1.6807931367533153,6.411215043382985,Graduate,0,0,0,0
0,3,1,20,1,0,0,4,2,7,7,0,1,0,0,1,3,3,8,129.66986811597127,127.9960710860399,3,2,4,4,3,2,10.074603212869327,9.741804342361029,4.604200412322177,1.4906312591639175,4.53703596320968,Enrolled,0,0,2,0
0,1,1,19,0,0,0,4,4,4,6,0,1,0,0,1,3,2,5,153.05216886590327,146.57885129492087,3,3,2,2,3,3,13.16101696514897,11.977525109362427,1.6997452496765497,1.7531706018502378,11.139173018407828,Graduate,0,0,0,0
1,1,1,21,0,0,0,1,6,5,7,0,0,0,0,1,1,2,1,116.28944864311006,123.83155112309987,5,5,5,5,5,5,14.764380643308948,15.035951907600813,2.907178767589115,1.5594511399766937,7.7039057468282035,Enrolled,0,0,0,1
0,1,1,33,0,0,0,4,3,7,8,0,0,0,0,3,3,2,1,159.6042573164205,153.22051674396334,3,4,1,2,2,3,15.821759132121851,17.357629689435548,2.020239095109068,1.629030258339963,8.304652065124174,Enrolled,0,0,0,0
1,1,1,20,0,0,0,2,1,7,8,0,1,0,0,3,2,2,2,160.58118033793153,153.17788491301548,4,4,4,4,1,0,13.484616048487721,14.223830677179883,1.7190444505255824,1.488394776827755,5.914527707115024,Dropout,0,0,0,0
0,1,1,19,1,0,0,6,4,2,4,0,1,0,0,2,4,3,1,155.89327614959717,154.21600677419076,4,5,2,3,0,0,17.44819725203071,18.432353487354643,0.922603815679989,1.489039424071537,2.7809391646201416,Graduate,0,0,0,0
0,1,1,18,0,0,0,2,2,9,10,1,1,0,0,3,1,4,7,161.03823169641987,161.6760897943973,3,3,4,5,3,3,14.656156399879219,14.577380102206327,1.6690534641759485,1.0111941650724994,5.464516247054202,Enrolled,0,0,0,0
0,1,1,23,0,0,1,4,2,6,10,1,1,0,0,1,3,2,4,147.1427974828302,146.11071694235332,3,4,4,4,3,3,11.163841535066584,9.058072862071233,0.24080707112833566,2.097380922562121,6.407248976384482,Graduate,0,0,0,0
0,1,1,23,0,0,0,1,2,9,7,0,0,0,0,1,4,1,2,166.76163910317638,165.60248849712085,4,4,3,2,4,3,14.337912551811447,13.36377948128538,-0.14818108006410302,2.014805852896357,3.616986971585958,Graduate,0,0,0,0
1,1,1,21,0,1,0,5,2,2,9,1,1,0,0,1,2,2,5,158.9114093579983,160.5204630224167,3,4,2,3,0,0,17.484051639261946,15.847310547027254,1.4853922170712934,0.8977876989346381,7.864659918409334,Graduate,0,0,1,0
1,2,1,21,0,0,1,6,3,2,10,1,0,0,0,1,3,2,3,139.1187574322422,136.94180310155923,5,6,5,4,3,3,17.175716692238897,16.211537436304294,2.409992400928118,1.2074826417428022,6.491992156380297,Graduate,0,0,0,0
0,1,1,17,0,0,0,5,6,2,7,1,0,0,0,2,1,2,4,143.12167138147356,133.67778401888344,6,6,4,3,4,5,16.291572150820762,15.72318524148808,2.276751561980622,1.387660574715743,5.711739744742719,Graduate,0,0,0,0
1,2,1,25,1,1,0,2,5,7,1,1,1,0,0,1,3,2,3,135.88431933116382,141.0334132698958,4,4,3,4,3,3,13.400111582013318,12.043350410551437,2.9941878107079267,1.3079824088972298,3.5373616480042673,Graduate,0,0,0,0
1,2,1,18,0,0,0,2,1,2,3,1,1,0,0,3,3,3,2,132.27331259256295,131.89412632557023,4,5,2,1,2,3,11.318214690757017,9.334716964796876,1.513811479958734,2.2435734552130753,6.525150064492835,Graduate,0,0,0,0
1,2,1,17,0,0,0,1,3,2,6,0,1,0,0,1,2,2,3,155.48645945624492,159.92561338736644,4,4,3,2,0,0,16.644666638207685,17.060336681669344,-0.15152776307659854,0.859765849462235,3.1228266849186017,Graduate,0,0,0,0
1,2,1,19,0,0,0,4,2,2,10,0,1,0,0,1,2,2,1,165.45154334756145,163.1934330725415,6,6,6,6,0,0,15.094591851835126,15.357069925765023,2.5060750121840596,1.5476174069603752,3.52163270851666,Graduate,0,0,2,0
1,1,1,17,0,0,0,3,6,6,4,0,0,0,0,1,1,3,5,117.67178271676474,116.23668324437052,3,4,3,4,3,2,12.618774429815442,12.863223484321109,1.8133082450875413,0.7923181805091758,6.646955697379246,Dropout,0,1,0,0
0,1,1,32,0,0,0,3,5,7,6,1,1,0,0,1,1,3,6,172.55168503220372,178.0768118467973,6,5,5,6,3,3,14.857612423066913,15.056792065356916,1.484856151964432,1.29099319923875,5.99528724669986,Dropout,0,0,0,0
0,3,1,20,0,0,0,5,3,8,8,0,0,0,0,1,5,2,6,133.95169556492903,135.37411929476454,6,7,7,8,1,2,15.460022772262372,17.4704346606727,2.2714659806914326,1.8917780932256967,2.2502977912409134,Graduate,0,0,2,0
0,1,1,19,0,0,0,6,6,7,7,1,1,0,0,4,3,2,4,98.05531588427971,98.60960760753937,4,4,5,5,4,4,16.14487550287067,16.637369681846067,3.844097484097267,2.3647455862684548,4.359784329749485,Graduate,0,0,0,0
0,2,1,23,0,0,0,6,2,5,7,1,1,0,0,1,5,2,6,139.22433204805478,139.17100202802104,5,4,6,7,2,3,14.915715884872744,15.771251435065615,2.7154409438971894,1.6668611140875864,9.223806401779685,Dropout,1,0,0,1
0,1,1,18,0,0,0,3,3,6,7,1,1,0,0,1,2,3,7,169.4464584464001,163.97309936252668,3,4,2,1,3,3,16.116931496851045,16.097624410373307,0.0212890756108437,0.8389833645118094,5.196974438394347,Graduate,0,0,0,0
1,1,1,20,0,0,0,2,3,2,4,1,1,0,0,1,1,2,3,162.2208936241443,155.49102174286293,4,5,5,6,1,0,15.072236536960101,14.541144697660966,3.139711345135005,0.7633076550306848,7.710972662481391,Dropout,0,0,0,0
0,1,1,22,0,0,0,2,3,3,4,0,0,0,0,3,3,2,5,145.74113453187604,137.5285901455024,6,6,6,6,6,6,18.41749250147152,19.025142204499137,1.1717079518289515,1.3150173937115872,3.017587202408424,Dropout,1,0,0,0
1,1,1,18,0,0,0,6,6,7,10,1,0,0,0,1,1,2,4,146.43567685660872,145.73040565562928,6,5,6,5,3,4,13.935081042208942,13.257238747895867,1.4618357456650792,1.5034041285306194,8.001277970746834,Enrolled,0,0,0,0
1,3,1,27,0,0,0,1,3,6,7,1,1,0,0,1,3,3,6,167.5232275049552,168.36878604076003,4,4,5,4,4,4,13.398182303707095,13.116930246043907,1.3117027381360007,0.9463830488621572,5.645031647532122,Graduate,2,0,0,0
0,1,1,28,0,0,0,2,4,9,7,0,1,0,0,1,5,2,7,156.86691500025196,163.5995096755562,3,2,4,3,3,2,16.01175700523812,15.328332939335448,1.9630079009261296,1.3410738112294398,8.873087018210514,Dropout,0,0,0,0
1,1,1,18,0,1,0,3,4,3,5,0,1,0,0,2,3,4,2,152.8146971695231,147.27486883143007,4,5,5,5,0,-1,15.920468005110468,16.852137099010584,2.238342859079249,0.9317090972510452,6.520191800597521,Graduate,1,0,0,0
0,2,1,18,1,0,0,2,3,3,8,1,0,0,0,1,1,1,2,133.22513621157404,131.55562711195302,5,6,4,3,0,0,15.5576675152773,14.579236230246252,0.3467062444525193,1.4000222654362913,6.54806565113085,Graduate,0,0,0,1
1,2,1,20,0,0,0,2,3,7,4,0,1,1,0,1,1,1,1,101.30849810366108,97.31573936942956,3,2,4,4,3,2,12.666537782395812,13.719904498227265,2.0144516596789015,1.2994380535036407,6.434752420901714,Graduate,0,0,0,0
0,3,1,21,0,1,0,4,1,10,2,1,1,0,0,1,2,3,7,153.14284432743892,156.2643635516849,4,5,5,5,4,4,14.758553029088512,15.603220586854764,1.9791799124915337,1.6215094356785182,3.4157444617057537,Graduate,0,1,0,0
0,3,1,24,1,0,0,3,5,2,2,1,0,0,0,2,2,3,3,141.40262756295053,135.38162438247113,6,7,6,6,0,0,13.221184025577571,13.204341137780713,2.4694829476579687,0.910546749744465,5.478070354684042,Dropout,0,0,0,0
1,1,2,18,0,1,0,4,5,1,1,0,1,0,0,1,1,1,3,184.33662860845607,192.14039501280536,3,2,4,3,3,2,17.368845288391984,15.41943033227193,1.5926841044793658,1.475227342659515,8.780783764419109,Graduate,0,0,0,0
0,1,2,20,0,1,1,4,5,2,6,0,0,0,0,1,2,2,3,172.0987810620227,174.7554542533012,5,4,3,3,5,4,15.254647642433541,16.06670550560839,1.6152319876631374,1.6837078167029982,6.694649686743482,Dropout,0,0,0,0
0,3,1,21,0,0,0,2,3,7,10,1,1,0,0,2,1,2,1,146.1073772898995,139.09476010880434,5,5,4,4,2,3,17.47742003040976,17.489039978880562,2.5021517353151905,2.1060116592455844,6.129081545609367,Dropout,0,0,0,0
0,1,1,27,0,0,0,4,2,10,4,0,1,0,0,3,1,2,8,167.67534590633278,163.2683528216635,3,3,4,5,3,3,16.625014130911083,16.50042145743906,2.7575073136855672,1.234944642951442,5.458372134314019,Graduate,0,0,0,2
1,1,1,23,0,0,0,5,4,5,6,0,1,0,0,1,2,2,3,120.0368463594144,125.30325732543741,5,5,4,4,3,4,13.191538740289975,11.99466435689855,2.8650350839786234,1.8050701431799403,8.047760098119499,Graduate,0,0,0,0
1,1,1,20,0,0,0,1,2,8,2,1,1,0,0,1,1,3,5,162.09880461894087,161.01226716705526,3,2,3,2,0,1,13.739498986769716,12.451320254734053,3.140752583683208,1.7589760267332146,2.9028150274497966,Dropout,0,0,1,0
0,1,1,24,0,0,0,3,3,3,4,0,1,0,0,4,5,1,5,156.55726838964182,162.22132296357793,6,5,6,5,4,4,16.148931864242776,16.544546579918183,2.7939146228488028,1.398679957460271,5.106067601320444,Dropout,0,0,0,0
1,1,1,20,0,0,0,6,2,8,3,1,0,0,0,1,1,2,1,173.63894693292121,169.21242168708721,5,6,5,4,0,-1,15.53292129531299,15.33338752787575,2.1121666508113974,1.332053810630032,7.64624281358646,Graduate,0,2,1,0
1,1,1,19,0,0,0,5,6,4,6,1,1,0,0,1,4,2,1,153.38982018636682,151.47687757483587,5,4,5,5,3,4,13.162046025467305,12.970838688127477,1.4003813571526185,1.376084887466249,3.6784940011055456,Graduate,0,0,0,2
1,1,1,23,0,1,0,4,2,4,10,1,0,0,0,2,1,2,7,144.5917197293497,148.934557062627,6,6,7,6,0,0,11.63468301406708,11.956949823385372,1.882976233595978,1.884590509176308,5.658020106126129,Dropout,0,0,0,0
0,2,1,25,0,0,0,6,4,3,1,0,1,0,0,1,4,2,4,188.72248841298975,195.79914097736108,4,3,5,5,1,1,15.62498863876832,14.441342943436858,0.09628685982696594,1.036741614540248,6.496649831980359,Graduate,0,1,1,2
1,1,1,19,0,0,1,3,2,7,6,0,0,0,0,1,3,1,7,159.7945424316826,161.18216205588863,3,4,3,2,3,4,15.037119190958492,14.83314544278595,2.497297519259438,2.1129200211455745,6.710028813618944,Graduate,0,0,0,0
0,1,1,25,0,0,0,3,5,3,7,0,0,0,0,1,1,3,3,149.05700952503878,158.85375547475934,4,5,5,5,3,4,13.173602930641605,13.586382808821314,3.2300142257174134,1.8730477412929183,5.642592043314338,Graduate,2,0,0,1
1,1,1,17,0,0,0,3,1,7,4,1,1,0,0,3,1,2,8,138.60185750854112,129.271665973421,4,5,2,2,2,1,16.01306797311817,15.590223200165099,1.5326084094616972,1.9024357680685717,4.336403842039191,Graduate,0,0,0,0
0,1,1,19,0,1,0,3,4,7,9,1,1,0,0,1,3,3,3,145.86333082157256,147.95877367559626,6,5,6,7,0,0,14.621076403254119,14.739910808469586,3.816702827031744,1.7026427018188521,5.052747114678162,Graduate,0,1,0,0
0,1,1,22,0,0,0,3,1,3,10,0,0,0,0,3,1,2,4,158.61192782470954,165.88588914869325,3,2,4,5,2,1,14.409765686532792,16.067530128086066,0.7056961290504062,2.371275249475405,8.891483645420653,Graduate,0,0,1,0
0,1,1,32,0,0,0,2,6,6,3,1,1,0,0,1,3,2,2,128.3249402858485,134.13643472152802,4,5,4,5,2,1,14.462674992553886,15.191299799119747,0.7471517953384883,1.5121095505989788,9.650445873122948,Graduate,0,0,0,0
1,2,1,24,0,0,0,4,4,7,7,0,1,0,0,2,1,3,7,148.71843945233314,150.91980053849923,5,4,6,5,0,0,15.011925359716646,14.449492645518646,2.156179733213225,1.0608355973416053,8.65392542347843,Dropout,0,0,0,0
0,1,1,21,0,0,0,3,5,7,2,0,1,0,0,3,3,2,2,126.7288306794791,124.36166919981606,6,7,6,5,1,2,16.35945790730942,16.61589216523435,1.9452440665910666,0.7350119185772145,5.390439315962389,Graduate,1,1,0,2
0,2,1,26,0,0,0,1,4,1,8,0,1,0,0,1,2,1,8,147.98259871649822,142.95370903812577,4,5,5,6,4,5,16.674164963459358,17.273378236468442,1.7563038254756582,0.9908881966341256,7.151484364017396,Graduate,0,0,0,0
0,1,1,19,0,0,0,2,6,9,9,0,1,0,0,2,2,1,3,155.76412641282607,146.58287496273024,6,5,7,6,0,0,12.459003600715896,12.362620174030097,4.003903186136842,1.6469242955395718,2.589330354965643,Graduate,0,0,2,0
0,1,1,24,1,0,1,2,2,10,2,1,1,0,0,1,1,2,2,151.71735205455892,153.75867521752684,3,3,1,0,0,1,12.429326356539061,10.648402161505297,0.5851707221268629,1.8640788762811447,9.280590888377844,Enrolled,0,0,0,0
1,1,1,18,0,1,0,6,4,2,3,1,1,0,0,1,1,2,6,181.71513594309602,180.89047908933782,5,4,3,4,2,2,14.383643674097485,14.874016292276755,0.9518355296277115,1.5515934412714003,7.940184215071101,Graduate,0,0,0,0
0,1,1,17,0,1,0,2,3,2,7,0,0,0,0,1,1,3,6,160.28403268640304,163.43784998477636,4,4,4,4,4,3,16.900770310242745,17.86949080633739,2.3782647081165953,2.281489185140803,3.2228371234211504,Graduate,0,0,0,0
0,1,1,21,0,0,0,3,6,5,4,1,0,0,0,1,2,2,3,173.4701019515876,169.83427442023822,5,4,3,3,5,4,15.975526672660745,14.00513515541156,3.5433886693005605,1.5341843573101188,2.4645944896448055,Dropout,1,0,1,0
0,1,1,22,0,0,0,6,5,3,4,1,0,0,0,1,3,2,7,154.89707742723783,149.9633351475862,4,4,5,4,0,1,12.824171806249327,12.312697091393437,2.5300021695864032,2.3123606263350265,11.197527960998476,Dropout,0,0,0,0
1,2,1,18,0,0,0,3,3,7,2,0,1,0,0,1,1,2,1,143.059328291927,141.10565132029058,3,4,1,1,3,4,11.936475025576126,11.435994742162377,2.8188379542122255,1.2539074045112668,4.480195759002524,Graduate,0,0,0,0
1,1,1,17,0,0,0,2,4,8,2,1,0,0,0,1,1,2,2,149.37050019752309,139.25377842517486,3,2,2,1,3,2,13.437494975526652,13.236344963467083,2.21531840115197,2.043423741513075,4.516427061540292,Graduate,2,0,0,0
1,2,1,18,0,1,0,2,3,8,4,1,1,0,0,4,2,2,1,147.84189093987575,139.1779814877867,4,4,3,3,4,3,17.674638165566304,16.894598993515313,3.1810270517241377,2.136881457585588,3.921473110847918,Graduate,0,0,2,0
0,2,1,22,0,0,0,3,2,3,2,0,1,0,0,1,4,2,5,135.68417610586175,137.5841623205273,4,4,5,6,2,1,13.659279605100073,13.809738786876377,1.4825615619084958,0.9839576587763832,8.852148665314918,Graduate,0,2,0,0
1,1,1,27,0,0,0,4,5,3,8,0,0,0,0,1,3,3,2,120.11130870294716,121.47381098995132,5,6,4,4,5,6,12.53567697283008,12.480657837658308,2.184268417681937,1.6800289060431652,5.636793992393752,Graduate,0,0,0,0
1,1,1,19,0,0,0,4,4,4,5,1,1,0,0,1,1,3,1,151.70684846431826,147.06379340278727,4,5,4,5,2,1,15.76165468551851,16.135385297138576,2.814353364689988,1.417783453723361,7.846892539175917,Dropout,0,0,0,0
0,1,1,23,0,1,0,1,4,4,8,1,0,0,0,5,1,2,8,151.6493286787898,154.62843481600657,3,3,2,1,0,1,14.409666595430688,14.246202759611677,1.527960694849021,2.1594855590943793,10.263693776976258,Dropout,0,0,0,0
1,1,1,17,0,0,1,4,3,10,2,1,1,0,0,1,1,1,3,138.19792626797565,141.2145478664207,3,3,1,0,2,3,15.30683147661922,16.832716380741047,2.8554029717082203,1.5452534592932223,5.235989679336994,Graduate,0,0,0,0
0,1,1,18,0,0,1,5,5,2,6,1,1,0,0,1,1,4,7,154.29624804566285,149.81080797213778,4,3,5,5,4,3,15.683025542246435,17.024063894334866,3.5521686181070877,1.2445007545997198,0.46276525697529514,Graduate,0,0,0,0
0,2,1,17,0,0,0,6,1,3,7,1,1,0,0,2,1,2,7,149.2658354923788,143.83940683262225,6,5,7,7,0,0,14.090012771427727,13.056762367517031,1.6338832639638465,1.6932133998814534,5.31994472167468,Graduate,0,0,0,0
1,1,1,17,0,0,0,2,3,2,4,1,1,0,0,1,3,2,3,149.220425337299,154.23311383580307,3,4,2,2,3,3,13.185802269961755,12.776156695197617,1.092613996842261,1.8850657762781646,3.861580786490236,Graduate,1,0,0,0
0,2,1,27,0,0,0,3,3,7,7,0,1,0,0,1,4,1,5,167.3384150353808,175.05880604716853,6,5,5,4,1,1,18.048357360258148,16.929937437993683,0.8914942171691633,1.9433280452106887,6.208945143905575,Graduate,0,0,0,0
0,3,1,22,0,0,1,3,5,9,6,1,0,0,0,1,1,2,5,152.14460191738684,155.86676302736328,6,7,5,6,3,2,12.772219655996116,13.948541062473966,3.4173716053595165,2.5846531035262332,4.744199333211547,Graduate,0,1,0,0
0,1,1,17,0,0,0,2,4,7,7,1,1,0,0,1,2,2,1,169.05881195554568,166.477410591013,4,4,2,2,2,3,13.633313900004481,13.003826246240548,2.241474586268611,1.6846546268591192,6.991404753359553,Dropout,0,0,0,0
0,1,1,27,0,0,0,2,2,7,7,1,1,0,0,3,4,2,1,126.65481315833699,124.95128148475696,4,5,5,5,1,2,17.185760287875095,17.950902977712584,1.1779240502916104,2.118115370209708,5.1963490392837635,Graduate,0,0,0,1
1,1,1,17,0,0,0,3,2,5,4,0,1,0,0,1,4,2,3,118.02812732322765,126.03408862449398,4,4,2,3,0,0,15.029384658522472,15.441960045292506,1.8392394099544158,2.4888217969098303,6.804802581706752,Enrolled,0,1,1,0
0,3,1,19,0,0,0,3,1,8,9,1,1,0,0,4,1,2,4,174.19512760464653,174.7339017457581,5,6,5,5,2,3,13.677349663313354,13.206938654750916,1.266764340091894,1.433530278537464,6.138495318421005,Graduate,0,0,0,0
1,1,1,17,0,0,0,6,4,10,10,1,1,0,0,1,1,2,1,133.50472231594932,128.69978798582426,5,5,5,6,3,2,12.955881358324657,11.923974660218425,0.7900066264922809,0.5795662530308927,10.101952636735048,Enrolled,0,0,1,2
1,1,1,17,1,0,0,2,2,10,6,1,0,0,0,1,1,2,5,166.90114511193957,163.13132035532138,3,2,1,1,3,2,13.464370144275062,13.468595104905445,0.7607742462480136,1.4739573715565204,5.556052723668316,Graduate,0,0,0,0
0,1,1,22,0,0,0,2,4,7,7,1,1,0,0,3,1,1,6,141.20420193086915,148.1321431189212,5,6,5,5,1,0,17.385349339513514,16.16756454927826,3.556545063463385,0.326509527677179,6.487101872709369,Graduate,0,0,0,0
0,1,1,20,0,1,0,2,4,7,7,0,0,0,0,2,4,2,7,139.14333140108937,144.97102129483105,6,6,7,6,5,5,15.898005269668424,16.519223462018132,2.5609702151730045,1.989147488217606,3.0744250616811915,Graduate,0,0,0,0
0,3,1,22,1,0,0,4,1,10,7,0,0,0,0,1,1,2,7,162.36267011383532,157.59003009741627,6,5,5,4,1,1,15.941157151587353,15.762511825157452,1.628594119860462,0.5608410703415276,7.634025780795193,Graduate,1,0,0,2
0,1,1,20,0,0,0,5,2,4,1,0,1,0,0,1,3,1,8,124.5682691758121,122.36023264646902,5,4,3,4,3,4,18.427517298238186,18.929712311114425,2.5949243697959123,1.8723859924764799,5.467714686303495,Graduate,0,0,0,2
0,1,1,20,0,1,1,4,4,6,7,0,1,0,0,2,1,3,7,156.29239028961908,154.0266336167271,3,2,3,3,2,2,13.712226840730647,13.991352007812,4.267089926125359,1.8590706367064018,3.9781963666679387,Graduate,1,0,0,0
1,2,1,18,0,0,0,3,5,6,10,1,1,0,0,1,3,2,7,120.83968598797483,121.12099170750088,5,4,4,3,2,2,17.9329479320672,20.01836253789625,0.7875689921052926,1.8501673508919552,6.334719737446553,Dropout,0,0,0,0
0,2,1,24,0,0,0,6,3,8,6,1,1,0,0,1,5,2,4,141.25312618954894,144.0544338855376,6,7,7,6,6,7,15.272246970814841,14.745121229562457,2.567670634038063,0.6412834826959803,5.590978721958205,Enrolled,1,0,2,0
