Gender,Marital_Status,Nationality,Age_At_Enrollment,Debtor,Scolarship_Holder,Tuition_Fees_Up_To_Date,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Displaced,Daytime/Evening Attendance,Educational Special Needs,International,Application Mode,Application Order,Previous Qualification,Course,Previous Qualification Grade,Admission Grade,Curricular units 1st sem (credited),Curricular units 2nd sem (credited),Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (evaluations),Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Curricular units 1st sem (without evaluation),Curricular units 2nd sem (without evaluation),GDP,Inflation Rate,Unemployment Rate,Target
0,2,2,32,0,1,0,5,4,8,10,1,0,1,0,3,3,3,3,165.41,117.38,3,6,7,10,6,1,8,4,9.24,9.63,1,5,0.85,9.99,7.76,Enrolled
1,1,1,62,0,1,1,6,2,4,3,1,0,1,1,2,3,3,4,175.56,200.16,3,4,1,4,12,1,7,8,13.16,10.25,0,4,-3.9,3.95,12.95,Enrolled
1,3,1,47,0,1,0,1,6,10,10,0,0,0,1,4,2,2,2,131.02,170.49,3,8,7,8,10,3,8,7,15.81,4.61,4,3,-4.66,-0.16,6.38,Enrolled
1,3,2,56,1,0,0,6,6,9,2,0,1,1,0,2,3,3,8,142.78,166.96,6,10,8,4,8,9,1,3,10.21,17.76,4,1,-1.38,4.06,7.69,Enrolled
0,3,1,28,1,1,1,2,4,6,2,1,0,0,1,2,2,2,6,124.82,128.99,5,3,1,5,7,4,0,9,12.07,16.68,4,2,4.48,0.33,18.35,Graduate
1,1,2,45,0,1,1,5,3,5,2,1,1,0,0,3,4,3,6,178.01,139.18,4,10,9,1,0,9,7,1,12.1,3.35,1,2,-2.96,3.81,6.43,Dropout
0,1,2,47,1,0,1,1,5,2,1,1,1,0,1,4,1,2,5,193.35,105.69,5,8,4,2,1,0,0,3,3.29,9.65,1,3,-2.15,5.33,10.47,Enrolled
0,2,1,27,1,0,0,1,4,10,6,0,1,1,0,1,3,2,1,165.89,170.91,9,4,1,3,10,5,2,4,18.25,9.8,5,1,4.87,1.06,7.11,Graduate
1,1,2,28,1,1,0,4,3,6,2,0,0,0,0,5,4,3,4,119.77,121.13,3,0,8,6,10,1,8,0,6.87,11.99,3,5,0.82,-1.35,15.03,Graduate
0,1,1,19,1,1,0,2,1,7,5,1,1,0,1,4,4,2,8,123.88,100.64,5,6,1,1,6,4,3,2,4.92,13.754999999999999,2,4,3.49,-1.62,6.49,Dropout
0,2,1,54,0,1,1,3,3,6,2,1,0,0,1,2,1,4,4,157.05,153.8,10,4,5,12,4,2,1,0,12.78,18.04,5,1,-2.28,3.69,14.81,Enrolled
1,2,1,29,1,1,1,3,2,1,5,0,0,1,0,3,2,2,5,186.67,132.26,9,2,9,1,2,7,3,5,2.22,14.16,3,1,-2.955,6.34,11.15,Dropout
1,2,2,62,1,1,0,5,4,5,7,1,1,0,1,2,2,2,7,180.69,288.495,1,0,9,4,3,0,9,7,18.87,7.54,1,5,2.98,6.84,12.79,Enrolled
1,1,1,68,1,0,1,5,5,3,2,1,0,1,0,1,3,1,7,177.03,138.19,9,10,3,10,8,10,10,1,0.28,17.36,2,0,1.97,1.8,18.03,Enrolled
0,2,1,38,1,1,0,6,6,4,4,1,0,1,1,5,1,3,5,125.84,98.34,7,8,3,8,8,5,8,7,7.22,7.79,4,1,1.99,8.82,18.42,Graduate
1,2,1,48,1,0,1,1,1,10,5,0,0,1,1,4,3,1,8,187.6,117.19,4,4,6,1,1,6,7,3,10.93,12.8,4,5,-2.49,1.65,18.23,Graduate
1,1,1,69,1,0,1,3,5,8,2,1,1,1,0,3,1,2,5,105.66,190.52,1,8,1,6,3,7,9,2,18.58,1.93,2,1,-2.82,-0.79,15.72,Enrolled
0,1,1,41,0,1,0,3,1,2,10,0,0,0,1,5,2,1,1,194.63,174.64,0,3,8,8,7,8,0,2,3.46,4.3,0,0,1.46,1.26,17.32,Enrolled
0,1,1,68,0,0,1,2,6,5,4,0,0,1,1,3,2,1,3,159.43,96.41,6,4,5,8,9,0,8,3,17.38,11.88,2,5,3.88,9.21,18.47,Enrolled
1,3,1,22,0,1,0,4,2,10,10,0,1,0,1,4,1,3,5,136.64,182.71,0,0,4,4,0,4,0,0,1.28,6.66,3,3,2.11,3.64,9.51,Graduate
0,1,2,102,1,1,0,3,6,1,6,0,0,1,0,3,5,2,7,144.78,163.98,6,7,8,3,9,9,9,10,11.71,10.43,0,0,-3.16,2.18,5.92,Enrolled
1,1,1,20,0,1,1,2,2,5,6,0,1,0,1,3,1,3,3,166.74,153.03,3,10,5,10,9,9,7,0,11.28,18.9,1,0,1.31,2.65,11.66,Graduate
1,3,2,65,0,0,1,6,2,5,3,1,1,1,0,4,3,3,5,151.86,165.85,0,3,4,5,0,1,8,0,14.29,16.86,3,3,-1.64,1.64,17.13,Graduate
0,1,1,61,0,1,0,4,6,1,9,1,0,0,0,1,5,1,7,198.53,97.72,1,8,10,4,10,2,6,0,10.23,1.03,6,4,-0.96,6.41,11.98,Dropout
1,2,2,28,1,1,0,5,4,3,7,0,1,0,1,2,1,1,1,103.22,153.19,5,7,8,9,8,10,0,6,6.61,17.16,4,2,-1.08,7.37,15.2,Dropout
0,2,1,47,0,0,0,6,5,2,4,0,0,0,1,4,3,4,5,175.95,166.48,2,1,10,2,0,16,8,1,6.55,2.45,1,2,-3.92,8.595,16.16,Enrolled
0,1,2,55,1,0,1,4,3,10,8,1,0,0,1,1,3,4,1,116.01,98.83,2,8,6,2,9,5,9,2,4.5,8.89,1,4,2.68,-0.64,15.73,Enrolled
1,1,1,69,1,1,0,3,1,2,8,1,1,0,0,3,2,1,3,174.71,175.89,9,1,2,3,3,5,4,0,18.16,14.8,3,5,1.28,7.92,11.66,Graduate
0,3,1,65,1,0,1,1,2,1,3,1,0,0,1,4,2,4,2,129.56,137.04,4,8,8,10,0,16,6,8,6.49,8.58,5,4,-4.87,6.71,15.63,Graduate
1,2,2,35,1,0,0,4,5,5,1,1,1,0,1,1,1,4,6,108.46,171.65,3,2,1,1,5,4,4,0,17.17,11.79,2,2,0.05,1.35,7.93,Graduate
1,1,2,28,0,1,0,4,6,5,9,1,0,1,1,2,1,1,8,189.88,150.29,10,10,1,9,5,5,7,3,0.6,16.4,0,1,-4.65,-1.36,13.01,Graduate
0,2,2,47,1,1,0,2,1,5,6,1,0,0,0,3,4,4,7,115.02,145.93,4,0,7,4,0,5,10,1,13.2,6.74,0,2,3.66,8.66,12.82,Dropout
1,2,1,69,1,0,0,4,6,3,6,1,1,1,1,5,1,4,5,96.86,105.65,5,0,3,10,1,4,8,5,12.73,5.34,1,1,-2.37,6.75,19.93,Dropout
1,3,1,62,1,1,0,3,4,2,1,0,0,1,0,3,1,1,7,126.47,148.8,10,9,2,10,7,6,0,9,15.23,3.81,2,0,-4.89,0.87,19.74,Graduate
0,3,2,27,0,1,0,6,6,9,8,1,1,1,1,1,5,2,6,159.18,189.87,7,1,10,2,3,1,6,2,12.04,14.35,2,5,-2.56,3.52,25.410000000000004,Enrolled
1,3,2,36,0,0,1,5,2,8,1,0,1,0,0,3,5,2,3,119.67,146.24,10,8,8,2,9,7,5,5,4.79,3.49,6,0,0.53,2.13,10.06,Enrolled
1,1,1,37,1,0,0,3,1,2,7,1,0,1,1,5,5,1,5,158.26,198.71,6,10,6,4,2,7,9,8,1.65,14.59,1,3,-1.39,9.37,11.7,Dropout
1,3,1,21,0,1,1,5,4,2,1,1,1,1,1,3,1,4,8,179.99,128.74,6,6,10,3,5,2,1,0,5.04,0.65,4,5,3.71,2.85,14.59,Graduate
1,2,1,56,1,0,0,6,5,7,5,1,1,0,1,1,2,3,7,140.74,117.07,5,9,10,9,10,4,7,7,15.54,0.6,5,2,0.63,6.76,16.42,Dropout
0,2,1,60,1,1,1,5,6,9,5,0,1,0,1,1,4,2,5,109.44,155.09,9,5,8,7,10,5,0,0,8.22,13.64,5,5,3.98,5.19,8.22,Enrolled
1,3,2,40,0,0,1,5,1,3,1,0,0,1,0,1,5,1,6,155.78,171.57,8,9,2,10,2,0,1,0,18.54,14.13,3,1,1.23,4.75,15.64,Graduate
1,3,2,50,1,0,0,2,3,9,9,0,1,0,0,1,5,1,3,100.74,181.11,4,7,6,10,8,7,4,2,7.12,18.75,4,1,-4.33,1.65,8.95,Enrolled
1,2,1,30,1,1,1,1,6,1,10,0,1,1,1,4,5,1,3,156.09,103.94,4,2,4,9,8,1,0,4,13.36,5.99,3,2,-1.87,7.82,18.1,Dropout
0,3,2,52,0,0,1,1,6,5,7,1,0,1,1,2,2,4,4,142.39,159.38,7,8,10,8,0,10,8,6,18.39,11.42,3,0,-1.72,8.8,17.38,Enrolled
1,1,1,27,1,1,1,6,5,10,9,1,1,1,1,3,3,3,8,192.78,188.06,7,7,2,3,2,3,5,1,3.38,18.16,3,2,2.2,-1.18,10.76,Graduate
0,2,1,45,0,0,0,6,2,6,5,0,1,1,1,1,1,2,1,188.38,108.2,10,7,7,5,4,1,1,1,17.73,7.45,4,4,1.24,7.4,7.55,Enrolled
1,3,1,22,1,1,1,2,6,10,6,1,0,0,1,3,5,1,3,147.21,98.27,9,2,4,6,4,6,9,4,4.36,19.56,0,0,-4.26,2.59,7.02,Enrolled
0,3,2,17,0,1,1,6,4,5,5,1,1,0,1,5,2,1,5,105.77,189.91,2,10,6,1,7,6,0,1,15.48,15.29,4,2,0.98,0.83,11.97,Dropout
1,2,2,25,0,0,0,1,5,1,9,0,1,1,1,1,2,2,2,199.49,120.0,7,3,1,5,5,1,9,7,18.35,1.04,4,5,0.01,8.25,7.38,Dropout
1,3,1,32,0,1,1,4,5,6,8,1,0,1,1,3,3,4,8,144.5,115.05,3,3,9,2,9,9,3,5,7.67,9.96,3,4,-1.99,3.01,13.39,Graduate
1,3,2,26,1,1,1,2,3,7,5,0,0,1,1,3,2,2,2,173.31,184.33,8,2,8,2,9,8,2,7,0.64,15.42,1,4,4.27,1.07,15.89,Graduate
1,1,1,37,0,1,1,4,2,10,10,0,0,0,0,4,4,1,7,132.24,114.06,4,6,9,4,0,10,10,7,13.64,11.29,2,3,-2.48,9.9,11.96,Enrolled
1,2,1,28,1,1,1,5,3,10,10,0,1,0,0,5,3,4,2,131.16,117.22,1,10,3,6,10,3,3,2,8.28,1.35,4,6,2.6,1.66,17.82,Enrolled
1,3,1,64,0,1,0,3,3,6,1,0,0,1,1,3,2,2,5,175.29,97.28,7,10,1,14,2,10,5,9,12.57,17.08,4,4,-3.99,3.83,16.15,Enrolled
1,2,1,68,1,0,0,4,3,4,6,0,1,1,0,2,2,3,7,163.77,190.755,10,3,8,6,7,10,1,9,10.09,15.32,1,3,-3.88,7.43,9.72,Dropout
0,3,1,60,1,0,1,4,5,7,2,1,0,0,1,3,3,4,1,106.37,171.04,2,0,1,6,2,4,10,10,8.76,9.86,4,5,-4.99,9.04,18.7,Enrolled
0,3,2,51,0,0,1,3,1,1,7,1,1,0,0,5,3,2,5,154.98,131.25,10,5,9,4,6,10,9,8,3.44,9.26,4,5,-0.99,8.71,18.41,Graduate
0,2,2,41,0,0,1,6,4,3,10,1,0,1,1,2,2,4,5,150.92,123.01,8,7,4,9,18,4,0,9,4.46,3.73,5,3,-0.08,2.75,18.9,Enrolled
1,1,1,56,0,0,0,6,6,4,9,1,0,0,0,4,1,3,3,158.1,137.02,4,4,1,4,9,7,5,1,12.74,19.39,3,3,-0.65,6.63,9.71,Enrolled
1,3,1,40,1,0,0,1,2,6,5,1,0,1,1,3,5,2,2,186.56,189.83,10,1,3,9,6,6,8,5,6.47,17.61,4,5,-0.85,1.79,16.24,Enrolled
0,3,2,64,0,0,0,6,6,9,10,0,1,0,0,1,5,2,5,183.41,195.61,7,8,4,5,9,5,10,5,1.84,14.61,5,10,2.05,9.64,11.95,Graduate
1,1,2,45,1,1,0,2,1,2,4,0,1,1,1,1,2,4,5,120.26,150.2,7,9,8,6,6,1,10,3,15.37,6.29,2,1,-4.46,-1.03,14.32,Dropout
1,2,2,46,1,0,1,5,6,5,3,1,0,0,1,5,2,3,3,154.04,152.14,6,0,7,1,8,2,1,3,3.76,2.65,4,2,2.5,8.03,19.98,Graduate
0,3,1,33,1,0,1,2,5,2,5,1,1,0,0,2,1,2,5,179.19,120.46,8,10,4,5,2,6,3,9,10.43,15.15,3,5,-3.25,1.61,16.6,Graduate
1,2,1,36,0,1,0,2,2,3,2,1,1,1,1,4,2,3,3,149.32,99.85,7,3,8,2,1,0,7,5,19.58,15.88,4,4,-4.81,9.77,8.87,Enrolled
0,3,2,52,0,1,1,5,5,7,4,1,0,0,0,3,4,3,2,108.79,100.08,4,5,5,4,8,9,2,9,9.79,3.15,4,3,-3.91,3.43,9.37,Graduate
1,2,1,25,0,0,1,6,2,6,2,0,0,0,1,1,2,3,2,127.7,132.72,5,9,9,3,7,4,1,8,4.87,12.9,1,0,-1.46,5.46,11.27,Dropout
0,3,2,39,0,1,0,3,5,6,9,1,0,1,1,2,4,3,7,139.1,157.24,10,2,8,9,5,9,6,7,10.69,9.52,0,5,-0.16,8.38,6.4,Dropout
1,2,2,49,0,1,1,2,4,4,10,0,0,0,0,3,3,4,7,167.02,149.2,9,3,6,3,10,8,0,2,18.99,19.66,1,1,-1.08,4.98,9.02,Dropout
0,1,2,23,1,0,0,5,5,10,5,0,1,0,0,1,5,4,2,146.72,150.57,3,7,9,9,4,6,4,1,15.55,5.99,3,0,-4.73,1.51,9.59,Graduate
0,3,2,36,1,1,0,3,2,8,10,0,0,1,0,3,3,3,1,130.18,115.24,7,5,7,10,6,0,6,6,12.04,12.2,4,0,0.52,-0.06,17.57,Enrolled
0,1,1,54,0,0,0,4,4,3,5,0,0,0,0,2,4,4,6,171.84,178.29,8,5,8,9,10,6,5,7,2.19,14.75,0,0,2.6,-0.51,18.09,Graduate
1,1,1,56,1,1,1,2,1,4,7,1,0,0,0,3,1,4,5,112.94,180.73,8,6,9,10,0,2,9,6,7.17,11.41,4,0,-3.36,-0.13,15.89,Graduate
0,2,1,69,1,0,0,6,5,7,9,1,1,0,1,5,5,4,5,154.16,120.62,3,2,10,2,3,4,7,0,11.94,2.2,1,4,3.18,-1.94,16.15,Enrolled
0,2,2,63,1,1,1,5,3,10,7,0,1,1,1,1,3,4,8,148.81,175.11,2,10,8,2,6,1,6,5,18.02,19.43,1,2,-3.26,3.87,6.62,Dropout
1,3,1,23,0,1,0,2,1,7,1,0,0,1,1,2,5,3,4,113.16,167.47,8,4,3,7,2,7,1,5,10.49,13.16,5,3,2.26,4.99,12.99,Enrolled
1,3,1,61,1,1,1,5,2,1,2,1,0,0,0,4,1,3,4,139.07,122.9,9,3,5,2,10,8,5,9,9.08,3.6,4,0,-1.38,6.45,17.26,Graduate
0,3,1,46,0,1,0,1,3,1,8,1,1,0,0,5,5,3,3,129.15,104.9,9,9,7,8,0,1,4,1,11.05,10.2,5,0,-3.43,6.11,15.49,Dropout
0,3,2,60,1,1,0,4,1,9,3,1,1,0,1,4,1,3,4,142.84,138.97,8,9,4,10,5,9,3,7,11.5,11.26,1,4,-1.98,5.15,13.74,Enrolled
1,2,1,46,1,1,1,3,1,10,5,0,1,0,0,4,5,4,1,191.02,181.03,2,10,1,5,1,9,7,10,5.53,18.46,4,5,-2.83,0.74,7.01,Enrolled
0,2,2,51,0,0,0,1,3,8,3,1,0,0,0,4,5,4,3,96.68,186.11,0,10,6,3,6,3,6,4,5.44,4.35,3,1,2.59,9.14,9.92,Enrolled
1,2,2,29,1,1,1,3,1,2,7,0,1,1,0,5,5,1,2,137.03,199.58,1,1,6,4,7,5,6,7,8.53,6.6,3,2,-2.75,7.96,11.2,Dropout
1,3,1,42,1,0,1,4,4,4,5,1,0,1,0,5,5,3,2,129.47,109.58,1,9,10,8,4,2,8,3,1.43,4.13,3,0,-0.53,8.04,6.59,Enrolled
1,2,2,29,0,1,1,3,2,9,2,1,1,0,0,1,5,3,1,194.81,165.19,8,2,5,3,0,4,9,0,10.85,16.27,0,1,1.87,2.77,12.45,Graduate
1,2,1,47,1,1,1,5,4,5,5,0,1,1,1,4,2,2,2,125.32,151.37,0,8,8,7,4,8,10,2,18.62,11.98,1,0,3.73,1.13,11.99,Enrolled
0,1,2,47,1,1,1,2,6,9,7,0,0,1,0,2,2,3,4,128.65,194.01,1,0,6,8,5,1,2,7,5.03,7.72,1,1,3.85,5.63,19.37,Enrolled
0,3,1,27,1,1,0,6,1,1,1,0,0,1,1,4,5,4,2,126.66,127.83,1,10,2,2,2,7,8,8,6.36,10.6,3,1,2.06,2.23,13.14,Graduate
0,3,1,50,0,1,0,2,2,3,5,1,1,1,0,2,1,4,5,169.48,150.79,1,3,5,9,8,0,4,6,18.4,7.03,0,3,-1.24,3.23,16.85,Enrolled
1,1,1,31,1,1,1,1,1,5,7,0,1,1,0,3,3,4,7,149.58,191.09,1,10,6,6,0,2,9,8,18.22,15.24,1,1,3.15,4.25,5.09,Graduate
0,2,2,44,1,1,1,3,6,10,9,0,1,1,0,2,3,2,2,105.43,134.94,3,1,10,1,3,4,3,7,15.96,8.26,8,3,1.73,6.18,6.98,Graduate
1,1,2,22,1,1,1,4,5,1,6,0,1,0,0,1,2,1,5,155.69,148.51,0,6,10,6,0,2,3,6,19.92,19.49,1,3,-1.51,-0.22,5.78,Graduate
1,3,1,54,0,1,1,2,5,10,5,0,0,0,0,5,5,1,4,181.08,158.37,4,8,7,6,6,5,8,9,4.22,10.34,4,5,2.81,0.58,5.36,Dropout
0,2,1,34,1,0,0,3,4,3,2,1,1,0,1,2,2,2,8,192.19,108.03,10,9,7,7,2,0,5,3,8.87,14.54,1,1,3.6,9.8,5.82,Graduate
1,3,1,37,0,1,0,2,1,5,2,0,1,0,1,2,4,3,7,191.44,139.83,6,1,10,3,8,10,9,0,12.7,5.13,5,0,2.31,-1.51,15.16,Graduate
0,3,2,43,0,1,1,5,4,7,10,0,1,0,0,4,4,3,1,100.42,133.25,0,5,8,4,10,8,0,8,15.76,18.04,0,5,-2.95,4.6,16.73,Enrolled
1,2,1,36,1,0,0,5,5,10,4,1,1,1,0,5,4,1,5,103.35,190.6,10,2,5,10,3,10,4,0,5.53,16.69,2,1,-1.12,-1.92,5.44,Dropout
0,3,1,66,1,0,1,4,4,8,10,1,1,0,1,2,4,1,3,106.05,198.04,7,10,7,3,3,8,9,4,12.89,4.5,5,5,-0.43,8.84,17.84,Dropout
1,1,2,23,1,1,1,5,6,5,7,0,0,0,0,3,1,2,7,159.11,179.21,2,9,5,14,4,6,1,0,11.39,3.67,2,4,-0.74,8.56,17.04,Graduate
0,1,1,66,1,0,1,5,6,10,1,1,1,1,1,3,1,3,6,121.67,108.17,1,0,10,4,1,5,9,2,10.98,17.174999999999997,1,3,-1.17,2.25,9.92,Graduate
1,2,2,65,0,1,0,5,4,6,10,1,1,1,1,1,2,3,3,185.45,193.17,9,5,9,8,9,6,8,5,3.22,13.03,4,3,4.23,9.5,11.8,Dropout
1,1,1,34,0,0,0,4,3,7,7,0,1,0,0,2,1,3,1,124.56,152.46,5,6,7,3,9,2,7,8,2.34,17.88,3,1,2.85,7.94,7.07,Dropout
0,3,1,17,0,1,0,6,4,1,1,0,0,0,0,3,2,1,1,167.89,99.63,1,1,3,8,7,10,4,1,5.1450000000000005,5.9,5,0,-4.59,1.58,12.59,Graduate
0,1,2,18,0,0,0,4,6,5,3,1,0,1,0,2,3,4,5,123.18,158.05,8,3,9,2,0,2,10,1,9.02,3.01,1,4,-2.83,1.67,12.48,Dropout
0,1,2,48,0,1,1,3,4,2,2,0,0,1,1,2,3,1,1,120.68,103.59,3,8,5,2,3,3,5,8,17.17,7.04,0,3,0.78,3.13,8.31,Dropout
0,1,2,57,0,1,1,4,1,8,10,1,0,0,1,1,3,3,1,187.71,195.33,0,4,7,7,5,0,9,4,15.04,14.98,3,2,-0.42,9.91,15.88,Dropout
1,1,2,66,0,1,0,4,1,5,6,1,0,1,1,3,1,3,7,114.05,122.16,7,2,6,1,7,4,2,5,17.4,14.05,3,4,3.27,1.31,10.7,Graduate
0,1,2,61,0,1,0,3,1,10,3,1,0,1,1,3,4,1,3,101.18,174.37,5,0,1,2,0,12,1,10,2.535,2.43,2,3,-2.62,1.9,9.91,Graduate
0,3,2,20,0,0,1,1,3,4,4,0,0,0,0,4,1,2,5,299.21999999999997,158.31,3,1,2,3,0,1,6,0,1.77,10.91,2,1,-2.09,4.93,18.07,Dropout
1,2,1,32,1,0,0,6,5,4,8,0,1,1,0,1,4,2,5,148.76,109.38,10,6,4,5,4,4,8,1,3.05,5.48,4,4,2.57,3.37,6.86,Dropout
1,2,1,41,0,1,1,1,3,5,6,0,1,1,0,4,4,3,8,95.25,129.21,8,0,3,5,0,10,9,0,9.21,6.42,5,5,3.01,-0.92,5.17,Enrolled
1,1,1,34,1,0,1,3,5,7,7,0,1,0,0,1,5,4,6,152.82,100.35,2,2,5,6,7,3,9,0,15.74,3.97,0,2,2.93,2.09,16.34,Dropout
1,3,2,28,1,0,0,1,2,10,7,1,1,1,1,1,1,2,6,189.42,195.3,8,20,1,5,5,6,1,8,0.44,2.27,2,1,4.43,-0.99,8.19,Dropout
1,1,2,22,0,0,1,1,5,1,7,1,1,1,1,3,1,2,8,194.6,112.77,5,3,7,2,2,8,5,1,7.9,3.47,1,1,3.83,9.99,16.69,Graduate
0,3,2,18,1,0,1,6,2,1,6,0,0,0,1,5,1,3,5,144.3,167.23,0,8,4,7,4,2,1,7,5.05,12.93,4,1,4.39,5.44,14.92,Graduate
1,1,1,56,1,1,0,2,1,6,1,0,0,0,1,3,5,4,7,107.53,126.42,0,3,4,3,4,5,0,8,8.17,12.84,5,6,1.53,1.07,17.06,Dropout
0,3,1,37,0,1,0,1,2,9,5,0,1,1,1,1,3,2,5,144.76,165.58,9,8,2,3,4,5,7,8,13.27,0.65,3,1,-3.4,1.6,20.775,Graduate
1,3,2,41,0,0,0,5,2,8,6,1,0,1,0,3,3,3,2,176.19,181.6,4,10,7,5,2,3,3,0,9.97,15.41,4,3,3.36,9.95,19.72,Enrolled
0,1,2,18,1,1,0,2,6,4,10,0,0,1,0,1,5,2,4,127.44,156.74,7,6,8,3,2,2,1,7,17.72,13.77,0,5,4.71,5.07,17.3,Graduate
0,3,1,38,0,0,1,1,4,4,10,0,1,0,0,5,5,3,7,187.72,173.89,4,6,4,3,6,8,9,4,13.68,14.34,0,3,-3.69,3.69,5.23,Dropout
0,2,1,27,1,0,0,3,3,6,7,0,0,1,0,3,4,2,2,175.44,131.97,1,0,6,5,7,6,9,3,1.72,15.94,2,2,-4.43,9.19,15.254999999999999,Enrolled
0,2,1,43,0,0,0,3,2,9,10,1,0,0,0,5,1,2,8,182.5,101.62,10,1,6,7,8,8,8,9,4.22,17.174999999999997,2,3,1.12,5.93,12.94,Graduate
1,1,1,43,0,0,0,2,4,8,10,1,1,0,0,2,5,4,7,98.03,121.88,2,8,1,9,6,3,1,1,14.56,5.26,3,3,3.65,9.03,16.98,Enrolled
1,3,2,32,1,1,0,1,5,2,8,0,1,0,1,4,4,4,5,153.12,160.39,8,5,9,8,5,1,6,3,3.74,16.71,4,4,1.09,-0.74,9.33,Dropout
1,3,2,61,0,0,1,3,2,9,8,1,0,0,1,3,3,4,4,187.95,125.91,1,10,7,1,14,6,6,9,12.71,9.32,5,1,-1.38,5.95,9.88,Graduate
1,2,2,20,0,1,1,2,1,8,7,1,1,0,0,5,3,4,1,129.36,99.17,7,2,2,3,2,1,0,1,19.27,4.7,5,4,3.1,5.58,16.67,Dropout
1,3,2,32,0,0,1,3,2,8,5,0,1,1,1,5,4,3,1,110.19,167.82,3,8,6,6,3,6,5,5,0.8,1.3,0,2,-3.99,6.37,12.04,Dropout
0,2,1,30,0,0,0,3,1,9,10,1,1,0,1,4,1,3,6,152.41,167.47,1,6,7,4,4,1,0,4,2.1,16.4,5,4,-4.37,0.61,8.01,Dropout
0,2,1,32,1,0,0,4,2,3,8,1,0,1,0,2,4,3,2,164.85,145.49,5,9,8,3,3,0,0,4,12.49,2.63,0,4,2.19,1.46,9.96,Dropout
0,2,2,40,1,1,1,3,1,5,6,1,0,0,1,4,4,1,2,123.91,147.42,4,9,3,4,3,9,10,2,10.64,3.84,4,4,3.75,5.1,19.13,Graduate
1,2,2,18,1,1,1,5,4,2,9,1,1,0,0,3,5,3,7,144.73,139.6,4,1,9,3,5,7,3,3,0.29,12.93,0,5,2.61,9.71,18.02,Graduate
1,3,2,49,1,1,1,3,5,2,2,0,1,0,1,5,2,3,8,108.52,138.29,2,7,1,2,1,7,6,10,15.08,17.0,4,0,2.46,9.61,9.74,Dropout
1,2,1,70,1,0,0,3,2,7,10,1,0,0,0,2,1,1,5,121.55,117.54,0,10,2,10,5,6,6,2,16.09,3.44,0,5,-2.22,6.7,18.38,Enrolled
0,1,2,57,0,1,0,5,4,10,2,0,0,1,0,5,3,3,7,138.45,178.67,3,4,9,9,10,6,0,7,21.03,12.14,0,4,4.58,1.56,8.81,Dropout
1,3,2,28,1,0,1,6,4,8,10,1,0,1,1,1,2,2,5,110.92,103.26,10,6,10,10,7,3,0,9,7.77,7.19,1,2,0.86,2.56,8.82,Graduate
1,1,1,51,1,1,1,5,2,7,2,1,1,0,1,1,5,3,2,158.12,165.61,5,3,6,2,7,1,6,7,19.22,12.86,3,4,3.51,-1.46,14.24,Enrolled
0,2,1,30,0,1,1,4,2,10,6,0,0,0,0,2,4,4,8,128.25,144.39,10,8,10,5,1,7,8,5,13.52,19.27,5,0,2.49,4.78,17.46,Graduate
1,1,2,57,0,1,1,1,6,1,4,0,1,1,0,3,5,3,1,167.18,190.9,7,3,7,4,1,0,0,1,0.41,18.69,5,1,-1.04,5.9,13.35,Enrolled
1,3,2,30,0,0,0,3,3,9,2,1,0,1,0,5,2,4,7,176.78,96.36,7,8,7,1,5,4,7,12,10.12,7.88,1,2,-2.94,1.74,16.56,Graduate
0,2,2,49,0,1,0,2,1,1,10,0,1,1,1,1,3,1,2,141.38,154.89,9,5,5,9,2,6,4,4,14.24,8.4,0,3,-3.25,3.66,5.03,Dropout
0,2,1,56,0,1,0,6,1,3,3,0,1,0,0,1,1,1,6,140.03,138.64,3,8,6,8,4,3,4,9,2.41,13.1,5,2,4.06,6.14,8.66,Enrolled
0,3,2,64,1,1,1,6,2,2,4,0,1,0,0,4,5,2,5,139.51,140.1,7,4,3,4,5,9,0,3,25.935,17.76,3,0,-1.25,9.43,12.99,Enrolled
1,2,1,17,1,0,0,3,5,2,9,0,1,1,0,2,3,2,4,199.07,185.61,1,10,1,10,5,0,10,5,10.25,4.08,5,3,-0.56,2.73,14.87,Dropout
0,1,1,64,0,0,1,5,5,8,6,1,0,0,1,1,1,2,3,97.12,119.14,9,3,2,7,7,1,1,6,18.11,10.3,4,2,4.35,-0.13,10.24,Enrolled
0,1,2,46,0,0,1,1,1,8,4,1,0,0,0,4,3,2,5,108.87,183.85,2,9,10,2,6,7,6,0,10.18,3.94,5,0,4.29,3.72,13.37,Enrolled
1,2,1,20,1,1,0,3,5,2,3,1,0,0,1,4,4,2,1,145.43,105.17,3,3,7,9,10,6,6,3,11.01,2.4,4,3,-0.13,0.29,16.01,Dropout
1,1,1,45,1,0,0,1,2,3,1,0,0,0,0,2,2,1,1,192.17,161.61,3,10,9,1,9,1,8,10,4.51,17.19,2,4,0.97,3.84,12.47,Dropout
0,2,2,37,0,0,1,6,6,2,3,0,0,0,1,2,4,4,7,126.08,197.15,2,5,5,6,9,5,2,8,4.19,18.44,1,1,-0.3,-1.56,13.14,Enrolled
