"Marital_status","Application_mode","Application_order","Course","Daytime/evening_attendance	","Previous_qualification","Previous_qualification_(grade)","Nationality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_(credited)","Curricular_units_1st_sem_(enrolled)","Curricular_units_1st_sem_(evaluations)","Curricular_units_1st_sem_(approved)","Curricular_units_1st_sem_(grade)","Curricular_units_1st_sem_(without_evaluations)","Curricular_units_2nd_sem_(credited)","Curricular_units_2nd_sem_(enrolled)","Curricular_units_2nd_sem_(evaluations)","Curricular_units_2nd_sem_(approved)","Curricular_units_2nd_sem_(grade)","Curricular_units_2nd_sem_(without_evaluations)","Unemployment_rate","Inflation_rate","GDP","Target","Completed_exams_ratio","Passed_exams_ratio"
1,5,1,2,1,2,140,1,3,3,2,3,140,1,0,0,1,0,0,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,"Graduate",100,90.9090909090909
1,1,1,3,1,2,133.1,1,4,4,3,3,108,0,0,0,1,0,1,20,0,0,6,8,6,12.125,0,0,6,7,6,14.4285714285714,0,16.2,0.3,-0.92,"Graduate",100,80
1,1,1,3,1,2,132,1,2,2,10,1,122.9,1,0,0,1,0,0,20,0,0,7,7,7,13.8571428571429,0,0,7,7,7,13.2857142857143,0,11.1,0.6,2.02,"Graduate",100,100
1,4,1,2,1,3,130,1,1,1,1,7,130,1,0,0,1,0,0,21,0,1,6,13,3,11.75,0,1,6,13,5,12.3333333333333,0,12.4,0.5,1.79,"Enrolled",66.6666666666667,30.7692307692308
1,1,4,1,1,2,137,1,4,4,5,5,126,1,0,0,1,0,0,19,0,0,7,9,7,14.2833333333333,0,0,8,9,8,13.1255555555556,0,15.5,2.8,-4.06,"Graduate",100,83.3333333333333
1,2,1,3,1,2,133.1,1,2,2,2,7,134,0,0,0,1,0,0,21,0,10,13,21,11,13.2727272727273,0,6,11,13,9,13,0,7.6,2.6,0.32,"Graduate",83.3333333333333,58.8235294117647
1,1,1,5,1,2,143,1,4,4,2,7,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.6666666666667,0,0,6,7,6,15.1428571428571,0,8.9,1.4,3.51,"Graduate",100,92.3076923076923
1,1,1,1,1,2,148,1,3,3,7,7,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.115,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,"Graduate",100,75
1,1,2,5,1,2,137,1,2,2,2,1,143.3,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Enrolled",0,0
1,4,1,2,1,3,160,1,5,5,7,8,160,1,0,0,1,0,0,22,0,1,6,13,6,15,0,1,6,7,6,13.1428571428571,0,16.2,0.3,-0.92,"Graduate",100,60
1,1,2,3,1,2,112,1,1,1,10,3,111,0,0,0,1,0,0,21,0,0,6,8,5,13.2,0,0,6,9,5,14.3333333333333,0,9.4,-0.8,-3.12,"Graduate",83.3333333333333,58.8235294117647
1,1,4,8,1,2,133,1,5,5,3,6,128.5,1,0,0,1,0,1,18,0,0,6,14,2,11,0,0,6,14,3,10.3333333333333,0,7.6,2.6,0.32,"Dropout",41.6666666666667,17.8571428571429
1,1,4,1,1,2,142,1,2,2,1,1,133,0,0,0,1,0,1,20,0,0,8,8,7,14.5657142857143,0,0,8,8,7,14.5657142857143,0,10.8,1.4,1.74,"Graduate",87.5,87.5
1,1,2,4,1,2,123,1,6,6,9,9,114.6,1,0,1,0,0,0,18,0,0,5,8,3,12,0,0,5,6,4,10.75,0,7.6,2.6,0.32,"Dropout",70,50
1,1,1,3,1,2,103,1,3,3,5,7,104.1,0,0,0,1,0,0,20,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,"Dropout",0,0
1,1,4,1,1,2,140,1,2,2,10,1,127.6,1,0,0,1,0,0,23,0,0,7,7,6,13.7966666666667,0,0,8,11,7,13.775,0,12.4,0.5,1.79,"Graduate",86.6666666666667,72.2222222222222
1,1,2,3,1,2,159,1,2,2,10,1,151,1,0,0,1,0,0,18,0,0,6,6,6,14.8333333333333,0,0,6,6,6,15.3333333333333,0,12.7,3.7,-1.7,"Graduate",100,100
1,4,1,3,1,3,140,1,2,2,7,1,135.7,1,0,0,1,0,0,20,0,3,6,6,6,12.8333333333333,0,2,6,6,6,13.8333333333333,0,12.4,0.5,1.79,"Graduate",100,100
1,1,1,1,1,2,148,1,4,4,3,7,137.8,1,0,0,1,0,1,18,0,0,8,8,7,14.9628571428571,0,0,8,8,7,14.9628571428571,0,10.8,1.4,1.74,"Graduate",87.5,87.5
1,1,6,4,1,2,112,1,4,4,7,7,117.3,1,0,0,1,0,0,20,0,0,5,8,4,12,0,0,5,8,5,11.2,0,11.1,0.6,2.02,"Graduate",90,56.25
1,1,2,1,1,2,131,1,2,2,10,1,121.2,1,0,0,1,0,0,18,0,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92,"Graduate",100,88.2352941176471
1,1,1,4,1,2,145,1,1,1,1,1,129.3,1,0,0,1,0,0,20,0,0,6,7,6,15.5714285714286,0,0,6,6,6,17.1666666666667,0,16.2,0.3,-0.92,"Graduate",100,92.3076923076923
1,1,5,1,1,2,133.1,1,2,2,3,6,123,1,0,0,1,0,0,19,0,0,8,8,7,13.7142857142857,0,0,8,8,7,13.7142857142857,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,4,1,2,1,3,140,1,2,2,2,2,140,0,0,0,1,0,0,21,0,2,6,9,6,13.1428571428571,0,0,6,9,6,12.1666666666667,0,13.9,-0.3,0.79,"Graduate",100,66.6666666666667
2,4,1,5,1,1,140,1,5,5,7,5,140,0,0,0,1,0,0,33,0,0,6,7,6,15,0,0,6,8,3,11,0,11.1,0.6,2.02,"Graduate",75,60
1,1,1,2,1,2,150,1,3,3,2,1,144.6,0,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout",10,9.09090909090909
1,2,1,3,1,2,120,1,2,2,2,1,118.3,0,0,0,1,0,1,20,0,8,11,12,11,12,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,"Graduate",100,84.6153846153846
1,1,1,5,1,2,156,1,3,3,7,1,153.6,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Graduate",0,0
1,1,4,5,1,2,167,1,2,2,5,1,158.3,1,0,0,1,0,0,18,0,0,6,6,6,15.1666666666667,0,0,6,6,6,14.1666666666667,0,15.5,2.8,-4.06,"Graduate",100,100
1,2,1,3,0,2,133.1,1,6,6,9,9,100,0,0,1,1,0,0,29,0,1,6,9,4,12,0,1,6,13,2,10.5,0,7.6,2.6,0.32,"Dropout",50,27.2727272727273
1,1,1,1,1,2,147,1,2,2,3,3,134.9,0,1,0,1,0,0,18,0,0,7,7,7,13.6428571428571,0,0,8,11,8,14.7727272727273,0,16.2,0.3,-0.92,"Graduate",100,83.3333333333333
1,1,3,3,1,2,129,1,4,4,3,3,142,1,0,0,1,0,0,19,0,0,6,8,6,12.6666666666667,0,0,6,7,6,12.7142857142857,0,9.4,-0.8,-3.12,"Graduate",100,80
1,1,1,5,1,2,136,1,4,4,5,5,127.3,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout",0,0
1,1,1,3,1,2,128,1,3,3,3,2,116.5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,"Graduate",91.6666666666667,64.7058823529412
1,2,1,1,1,2,140,1,3,3,5,5,138.6,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.0636363636364,0,16.2,0.3,-0.92,"Graduate",93.3333333333333,70
1,2,1,3,1,2,141,1,5,5,7,1,133,0,0,0,1,0,0,20,0,6,14,22,12,12.1538461538462,0,5,12,18,10,12.9,0,10.8,1.4,1.74,"Dropout",84.6153846153846,55
1,1,2,3,1,2,133,1,1,1,10,2,136.2,1,0,0,1,0,0,19,0,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,"Enrolled",25,11.5384615384615
1,1,1,8,1,2,125,1,3,3,5,3,118,1,0,0,1,0,1,19,0,0,6,10,4,12.25,0,0,6,9,3,12.3333333333333,0,9.4,-0.8,-3.12,"Graduate",58.3333333333333,36.8421052631579
1,1,1,5,1,2,124,1,3,3,2,2,126.8,0,0,0,1,0,1,18,0,1,6,8,6,12,1,0,6,12,5,11.1428571428571,0,13.9,-0.3,0.79,"Enrolled",91.6666666666667,55
1,1,6,1,1,2,140,1,3,3,3,5,128.5,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,"Graduate",100,100
1,1,1,8,1,2,140,1,1,1,1,1,129.9,0,0,0,1,0,1,19,0,0,6,15,6,11.3333333333333,0,0,6,9,3,12.6666666666667,0,9.4,-0.8,-3.12,"Graduate",75,37.5
1,1,4,3,1,2,137,1,2,2,3,3,125.8,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.3333333333333,0,12.7,3.7,-1.7,"Dropout",91.6666666666667,84.6153846153846
1,1,1,5,1,2,144,1,5,5,7,4,129.3,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Enrolled",0,0
1,1,6,1,1,2,138,1,1,1,1,1,124.7,1,0,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,"Dropout",0,0
1,3,1,7,1,2,130,1,1,1,1,2,154.9,0,0,1,0,1,0,35,0,0,6,8,5,16.1666666666667,0,0,6,10,4,16,0,8.9,1.4,3.51,"Dropout",75,50
1,1,1,6,1,2,142,1,3,3,7,5,127.3,0,0,0,1,1,0,18,0,0,5,10,3,11,0,0,5,6,3,11,1,16.2,0.3,-0.92,"Enrolled",60,37.5
1,1,1,5,1,2,136,1,5,5,3,6,129,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduate",0,0
1,1,2,3,1,2,133.1,1,4,4,2,5,98,1,0,0,1,1,1,19,0,0,6,8,4,12,0,0,6,8,6,12.2857142857143,0,15.5,2.8,-4.06,"Enrolled",83.3333333333333,62.5
1,1,2,4,1,2,130,1,2,2,3,5,122,1,0,0,1,1,0,20,0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,"Enrolled",60,31.5789473684211
1,2,1,5,1,2,117,1,2,2,2,5,112.5,1,0,0,1,1,0,19,0,3,6,7,3,11.6666666666667,0,1,6,13,4,10.3333333333333,0,13.9,-0.3,0.79,"Enrolled",58.3333333333333,35
1,1,3,4,1,2,136,1,4,4,7,7,127.3,1,0,0,1,1,0,19,0,0,5,8,3,11,0,0,5,7,2,10,0,12.7,3.7,-1.7,"Dropout",50,33.3333333333333
1,3,2,1,1,2,133.1,1,2,2,7,8,100.5,0,0,0,1,1,0,24,0,0,7,18,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,"Dropout",0,0
1,3,1,3,0,2,140,1,5,5,7,5,122,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0,0,12.4,0.5,1.79,"Dropout",33.3333333333333,22.2222222222222
1,3,1,1,1,2,150,1,4,4,7,1,140,0,0,0,1,1,0,24,0,0,7,11,7,11.2944444444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,"Graduate",60,27.2727272727273
1,1,2,8,1,2,121,1,3,3,4,4,116.1,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,"Graduate",75,47.3684210526316
2,4,1,5,1,1,120,1,3,3,7,7,130,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Dropout",0,0
1,5,2,5,1,2,143,1,2,2,2,8,146.2,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,"Graduate",83.3333333333333,76.9230769230769
1,4,1,6,1,3,180,1,2,2,7,6,180,0,0,0,1,1,1,20,0,3,7,12,6,14.1428571428571,0,1,6,10,6,14.125,0,12.4,0.5,1.79,"Enrolled",92.3076923076923,54.5454545454545
1,1,5,4,1,2,132,1,2,2,10,1,127.8,1,0,0,0,1,0,18,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,"Dropout",0,0
1,2,1,4,1,2,130,1,5,5,7,6,130.8,0,0,0,1,1,0,22,0,0,5,5,0,0,0,0,5,9,3,13.3333333333333,2,16.2,0.3,-0.92,"Enrolled",30,21.4285714285714
1,1,2,4,1,2,133.1,1,4,4,2,5,109,1,0,0,1,1,1,22,0,0,5,7,3,12.3333333333333,0,0,5,9,3,10.5714285714286,0,10.8,1.4,1.74,"Enrolled",60,37.5
1,1,5,3,1,2,131,1,2,2,7,3,132.4,1,0,1,0,1,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout",0,0
1,1,3,1,1,2,149,1,2,2,2,2,129.3,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,1,1,5,1,2,124,1,5,5,7,7,125.4,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.1666666666667,0,9.4,-0.8,-3.12,"Graduate",100,100
1,1,1,6,1,2,126,1,4,4,3,3,130.2,0,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,8,3,12,0,10.8,1.4,1.74,"Enrolled",80,53.3333333333333
1,1,1,3,1,2,140,1,3,3,7,7,132,0,0,0,1,1,0,19,0,0,6,10,5,11.5714285714286,0,0,6,10,3,13,0,16.2,0.3,-0.92,"Dropout",66.6666666666667,40
1,4,1,7,1,3,170,1,3,3,7,5,170,1,0,1,1,1,0,21,0,0,6,7,6,15.2857142857143,0,0,6,6,6,15.1666666666667,0,12.4,0.5,1.79,"Graduate",100,92.3076923076923
1,1,2,3,1,2,133,1,1,1,1,2,130.2,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11,1,8.9,1.4,3.51,"Enrolled",81.25,52
1,1,2,1,1,2,126,1,1,1,1,1,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.4333333333333,0,0,7,10,4,13.6,0,8.9,1.4,3.51,"Graduate",71.4285714285714,47.6190476190476
1,5,2,4,1,2,129,1,3,3,2,7,127.6,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11,0,10.8,1.4,1.74,"Dropout",80,47.0588235294118
1,4,1,3,1,1,140,1,3,3,2,6,140,0,0,0,1,1,0,25,0,0,6,6,6,14.6666666666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,"Graduate",100,100
1,1,1,5,1,2,130,1,5,5,7,6,120.2,1,0,0,1,1,0,22,0,0,6,9,6,14.6666666666667,0,0,6,12,6,14.6666666666667,0,12.7,3.7,-1.7,"Graduate",100,57.1428571428571
1,3,1,1,1,2,130,1,2,2,2,7,150,0,0,0,1,1,0,24,0,0,8,8,7,12.7428571428571,0,0,8,8,7,12.7428571428571,0,12.7,3.7,-1.7,"Graduate",87.5,87.5
1,1,2,1,1,2,99,1,2,2,3,8,100,1,0,0,1,1,0,19,0,0,7,9,7,11.975,0,0,8,9,7,13.1285714285714,0,13.9,-0.3,0.79,"Graduate",93.3333333333333,77.7777777777778
1,2,1,6,1,2,146,1,1,1,1,1,100,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.6666666666667,0,13.9,-0.3,0.79,"Enrolled",70,35
1,1,1,5,1,2,129,1,4,4,2,4,128,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Dropout",0,0
1,1,2,1,1,2,132,1,3,3,7,5,128,1,0,0,1,1,1,19,0,0,8,8,7,14.9357142857143,0,0,8,8,7,14.9357142857143,0,10.8,1.4,1.74,"Graduate",87.5,87.5
1,2,3,8,1,2,110,1,5,5,7,7,107.2,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,0,6,15,4,10,0,7.6,2.6,0.32,"Dropout",50,19.3548387096774
1,1,1,4,1,2,116,1,1,1,10,1,110.1,1,0,0,1,1,0,19,0,0,6,9,5,13.3333333333333,0,0,6,6,5,13,0,12.4,0.5,1.79,"Graduate",83.3333333333333,66.6666666666667
1,2,1,7,1,2,119,1,5,5,7,4,119,0,0,1,1,1,0,23,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,"Dropout",0,0
2,3,1,3,1,2,120,1,5,5,7,1,155.5,0,0,0,1,1,0,47,0,0,6,12,5,13.8,0,0,6,13,4,14,0,12.7,3.7,-1.7,"Dropout",75,36
1,1,1,5,1,2,117,1,2,2,10,7,118.4,0,0,0,1,1,0,19,0,0,6,6,6,11.8333333333333,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,"Graduate",83.3333333333333,71.4285714285714
1,1,4,5,1,2,137,1,2,2,2,6,141.2,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,"Graduate",0,0
1,1,1,5,1,2,124,1,1,1,1,1,119.1,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Dropout",0,0
1,2,1,4,1,2,151,1,2,2,1,1,111,0,0,0,1,1,0,28,0,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,"Dropout",20,11.1111111111111
1,2,1,8,1,2,138.6,1,6,6,9,9,138.6,1,0,0,1,1,0,20,0,0,6,10,4,11.5,0,0,6,11,3,11.6666666666667,0,7.6,2.6,0.32,"Dropout",58.3333333333333,33.3333333333333
1,1,2,8,1,2,118,1,3,3,3,5,121.2,0,0,0,1,1,1,18,0,0,6,12,3,10.6666666666667,0,0,6,9,4,12,0,15.5,2.8,-4.06,"Enrolled",58.3333333333333,33.3333333333333
1,1,1,5,1,2,136,1,3,3,2,6,150.4,1,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,"Graduate",0,0
1,1,1,8,1,2,123,1,4,4,7,2,117.8,0,0,0,1,1,0,19,0,0,6,10,4,12.75,0,0,6,12,2,13,0,10.8,1.4,1.74,"Enrolled",50,27.2727272727273
1,3,1,8,1,4,133.1,1,4,4,2,3,102.5,0,0,1,0,1,0,24,0,0,6,7,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,"Dropout",0,0
1,3,1,2,1,2,130,1,3,3,3,2,110,0,0,0,1,1,0,24,0,0,6,11,6,11.3333333333333,0,0,6,12,3,11.3333333333333,0,16.2,0.3,-0.92,"Enrolled",75,39.1304347826087
1,3,1,2,1,4,133.1,1,4,4,7,6,138.3,1,0,1,0,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,"Enrolled",0,0
1,3,1,8,1,2,150,1,1,1,10,2,122.3,0,0,0,1,1,0,28,0,0,6,10,6,13,0,0,6,8,5,12.2,0,13.9,-0.3,0.79,"Graduate",91.6666666666667,61.1111111111111
2,3,1,4,0,2,130,1,5,5,7,7,127.8,0,0,0,1,1,0,37,0,0,5,7,4,10.75,0,0,5,7,3,11.3333333333333,0,7.6,2.6,0.32,"Enrolled",70,50
1,2,1,6,1,2,128,1,2,2,2,5,100,0,0,0,1,1,0,19,0,0,5,8,5,12,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,"Enrolled",70,35
1,1,4,1,1,2,133,1,4,4,3,5,126.4,1,0,0,1,1,1,18,0,0,7,7,7,13.4628571428571,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,"Graduate",100,100
1,3,1,8,1,4,133.1,1,5,5,10,10,100,0,0,0,1,1,0,48,0,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32,"Dropout",33.3333333333333,14.2857142857143
1,1,4,3,1,2,129,1,5,5,7,6,117.1,1,0,0,1,1,0,21,0,0,6,6,6,12.3333333333333,0,0,6,7,6,13.6666666666667,0,8.9,1.4,3.51,"Graduate",100,92.3076923076923
1,1,1,1,1,2,128,1,2,2,2,3,124.7,0,0,0,1,1,1,19,0,0,7,11,6,12.5285714285714,0,0,7,10,6,12.4166666666667,0,15.5,2.8,-4.06,"Enrolled",85.7142857142857,57.1428571428571
1,2,2,1,1,2,136,1,3,3,7,8,124.1,0,0,0,1,1,1,21,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,"Enrolled",0,0
1,4,1,6,1,2,130,1,5,5,7,6,129.4,1,0,1,0,1,0,23,0,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,"Dropout",0,0
1,1,1,2,1,2,141,1,2,2,2,8,138.9,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,"Graduate",90,81.8181818181818
1,4,1,3,1,3,140,1,2,2,2,1,138.6,0,0,0,1,1,0,22,0,3,6,7,6,12.3333333333333,0,2,6,6,2,14,0,13.9,-0.3,0.79,"Dropout",66.6666666666667,61.5384615384615
1,5,1,5,1,2,122,1,3,3,7,5,133.9,1,0,0,1,1,0,25,0,9,13,16,10,11.4545454545455,0,5,11,13,7,12.25,0,12.4,0.5,1.79,"Dropout",70.8333333333333,58.6206896551724
1,4,1,2,1,1,140,1,1,1,1,1,140,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,"Dropout",54.1666666666667,52
1,3,1,6,1,4,133.1,1,6,6,9,9,95.1,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,"Dropout",0,0
1,3,1,4,0,2,120,1,3,3,3,3,128.2,0,0,0,0,1,0,31,0,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout",20,40
1,3,1,8,1,2,133.1,1,5,5,7,4,121.5,0,0,0,1,1,0,54,0,0,6,9,6,13.7142857142857,0,0,6,13,5,14.3333333333333,0,16.2,0.3,-0.92,"Dropout",91.6666666666667,50
1,4,1,6,1,1,120,1,4,4,3,4,120,1,0,1,0,1,0,25,0,18,21,26,21,12.3636363636364,0,12,16,21,12,12.25,1,11.1,0.6,2.02,"Dropout",89.1891891891892,70.2127659574468
1,4,1,7,1,3,130,1,1,1,1,1,130,0,0,0,1,1,0,20,0,1,7,13,3,10.6666666666667,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,"Enrolled",38.4615384615385,18.5185185185185
1,4,1,5,1,1,120,1,1,1,1,1,120,0,0,0,1,1,0,28,0,0,6,9,2,12,0,0,6,10,3,12.6666666666667,0,12.7,3.7,-1.7,"Dropout",41.6666666666667,26.3157894736842
2,3,1,3,0,4,133.1,1,5,5,7,4,107,0,0,0,1,1,0,41,0,1,7,7,7,12.8571428571429,0,0,6,6,6,13.1666666666667,0,12.7,3.7,-1.7,"Graduate",100,100
1,1,2,4,1,2,122,1,2,2,2,2,116.1,0,0,0,1,1,1,19,0,0,6,10,6,13.125,0,0,6,9,6,12.7142857142857,0,11.1,0.6,2.02,"Enrolled",100,63.1578947368421
1,2,1,4,1,2,123,1,2,2,2,2,114.4,0,0,0,1,1,0,22,0,0,5,6,0,0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,"Dropout",20,14.2857142857143
1,1,1,8,1,2,178,1,1,1,1,1,157.7,0,0,0,1,1,0,34,0,0,6,13,2,13.5,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout",16.6666666666667,10.5263157894737
1,3,1,7,1,2,130,1,4,4,7,7,150,0,0,1,0,1,0,28,0,5,11,14,11,15.0909090909091,0,5,10,11,10,15,0,11.1,0.6,2.02,"Dropout",100,84
1,1,1,3,1,2,110,1,5,5,7,2,114.3,1,0,0,1,1,0,42,0,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,"Enrolled",83.3333333333333,52.6315789473684
1,1,1,2,1,2,106,1,2,2,10,3,104.6,0,0,0,0,1,0,21,0,0,6,10,5,14,0,0,6,11,4,14.8,0,11.1,0.6,2.02,"Enrolled",75,42.8571428571429
1,4,1,7,1,1,140,1,2,2,7,2,140,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13,0,15.5,2.8,-4.06,"Dropout",25,17.6470588235294
1,1,4,4,1,2,108,1,1,1,10,2,109.1,1,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,5,0,0,0,12.4,0.5,1.79,"Dropout",0,0
1,2,1,1,1,2,120,1,1,1,1,2,120.6,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.6666666666667,0,16.2,0.3,-0.92,"Dropout",50,31.8181818181818
2,3,1,4,0,2,100,1,5,5,1,1,161.9,0,0,0,1,1,0,59,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,"Dropout",0,0
2,4,1,4,0,1,140,1,6,6,10,10,140,1,0,0,0,1,0,33,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout",0,0
1,1,2,5,1,2,133.1,1,5,5,7,8,178,1,0,0,1,1,1,23,0,0,6,8,6,13.3333333333333,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,"Graduate",91.6666666666667,73.3333333333333
2,3,1,4,0,4,133.1,1,5,5,3,3,138.3,0,0,0,1,1,0,44,0,0,5,9,3,11.3333333333333,0,0,5,8,5,11.1428571428571,0,13.9,-0.3,0.79,"Dropout",80,47.0588235294118
2,1,4,3,0,2,140,1,6,6,9,9,128,1,0,0,1,1,0,37,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout",0,0
2,3,1,5,1,4,100,1,5,5,7,7,139,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Dropout",0,0
1,1,2,4,0,2,123,1,2,2,2,1,113.2,0,0,0,0,1,0,22,0,0,5,7,3,11.6666666666667,0,0,5,8,2,10.5,2,7.6,2.6,0.32,"Dropout",50,33.3333333333333
2,3,1,3,0,4,133.1,1,5,5,4,4,139,0,0,0,1,1,0,49,0,0,6,8,6,12.1666666666667,0,0,6,8,6,14.4285714285714,0,12.4,0.5,1.79,"Graduate",100,75
1,2,1,3,1,2,135,1,2,2,3,1,110,1,0,0,1,1,0,23,0,0,6,7,6,13.3333333333333,0,0,6,6,4,12.75,0,11.1,0.6,2.02,"Graduate",83.3333333333333,76.9230769230769
1,1,1,5,1,2,132,1,2,2,2,7,136.6,1,0,0,1,1,0,19,0,0,6,7,5,11.4,0,0,6,10,3,11,3,7.6,2.6,0.32,"Enrolled",66.6666666666667,47.0588235294118
2,2,1,3,0,2,120,1,5,5,3,3,161.1,0,0,0,1,1,0,47,0,0,6,9,6,12.1428571428571,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout",50,40
1,2,1,7,1,2,130,1,2,2,2,1,130,0,0,0,1,1,0,28,0,9,18,36,17,13.0588235294118,1,6,12,15,12,12.3076923076923,0,15.5,2.8,-4.06,"Graduate",96.6666666666667,56.8627450980392
1,4,1,7,1,3,140,1,2,2,7,4,140,0,0,0,1,1,0,21,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,"Enrolled",66.6666666666667,28.5714285714286
