"Marital_status","Application_mode","Application_order","Course","Daytime/evening_attendance	","Previous_qualification","Previous_qualification_(grade)","Nationality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_(credited)","Curricular_units_1st_sem_(enrolled)","Curricular_units_1st_sem_(evaluations)","Curricular_units_1st_sem_(approved)","Curricular_units_1st_sem_(grade)","Curricular_units_1st_sem_(without_evaluations)","Curricular_units_2nd_sem_(credited)","Curricular_units_2nd_sem_(enrolled)","Curricular_units_2nd_sem_(evaluations)","Curricular_units_2nd_sem_(approved)","Curricular_units_2nd_sem_(grade)","Curricular_units_2nd_sem_(without_evaluations)","Unemployment_rate","Inflation_rate","GDP","Target","Completed_exams_ratio","Passed_exams_ratio","CU_enrolled_1st_sem_winsorized","CU_enrolled_2nd_sem_winsorized","CU_evaluations_1st_sem_winsorized","CU_evaluations_2nd_sem_winsorized","CU_approved_1st_sem_winsorized","CU_approved_2nd_sem_winsorized","CU_grade_1st_sem_clean","CU_grade_2nd_sem_clean","PC1","PC2","PC3"
1,3,1,4,1,2,120,1,5,5,7,7,110,0,0,0,0,1,0,32,0,0,5,9,0,0,1,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout",0,0,5,5,9,5,0,0,10,10,-4.95808181305887,0.112101170841788,-0.550884584305319
1,2,1,4,0,2,136,1,1,1,1,1,133.9,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.3333333333333,0,7.6,2.6,0.32,"Dropout",55,55,11,8,12,8,8,3,11.25,11.3333333333333,0.731259068960728,2.70192610963963,-1.44202131877034
1,1,1,2,1,2,133,1,1,1,7,5,125.7,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,"Graduate",100,80,6,6,7,8,6,6,13.5,12.5,1.02626031719177,-1.13288574490343,-0.18135257349286
1,1,1,8,1,2,125,1,2,2,2,5,116.6,0,0,0,1,1,1,19,0,0,6,8,5,12.6666666666667,0,0,6,10,6,12.8571428571429,0,16.2,0.3,-0.92,"Graduate",91.6666666666667,61.1111111111111,6,6,8,10,5,6,12.6666666666667,12.8571428571429,0.483948130616192,-0.356914139569152,0.204879687011439
1,1,3,5,1,2,127,1,3,3,3,5,141,1,0,0,1,1,1,19,0,0,6,6,6,15.1666666666667,0,0,6,6,6,12.3333333333333,0,12.4,0.5,1.79,"Graduate",100,100,6,6,6,6,6,6,15.1666666666667,12.3333333333333,1.5133977131466,-2.03421095334501,-0.10230943551809
1,4,1,6,1,1,130,1,2,2,2,2,130,0,0,0,1,1,0,27,0,4,6,6,6,13.1666666666667,0,2,5,7,5,15.1428571428571,0,11.1,0.6,2.02,"Dropout",100,84.6153846153846,6,5,6,7,6,5,13.1666666666667,15.1428571428571,1.12945975205519,-2.13179446072796,0.581109786548491
1,4,1,7,1,2,130,1,3,3,7,7,130,0,0,1,1,1,0,21,0,7,12,20,10,11.8,0,5,12,15,9,11.4444444444444,0,8.9,1.4,3.51,"Enrolled",79.1666666666667,54.2857142857143,11,10,16,15,9,8,11.8,11.4444444444444,2.86470923134487,4.9797168668207,-0.733390429406901
1,1,1,6,1,2,127,1,3,3,2,3,115.8,0,0,0,1,1,0,20,0,0,5,10,4,11.5,0,0,5,11,0,0,0,13.9,-0.3,0.79,"Enrolled",40,19.047619047619,5,5,10,11,4,0,11.5,11.875,-2.63749022270019,0.588420935368322,1.00869743288281
1,4,1,5,1,3,140,1,3,3,2,9,140,1,0,0,1,1,0,21,0,0,6,6,6,14.5,0,0,6,8,6,11.3333333333333,0,12.4,0.5,1.79,"Graduate",100,85.7142857142857,6,6,6,8,6,6,14.5,11.3333333333333,1.04949716412339,-1.32767118454266,-0.349326906074768
1,1,5,3,1,2,125,1,5,5,3,1,126.1,1,0,0,1,1,0,22,0,0,6,10,5,13.4,0,0,6,12,3,10.6666666666667,0,9.4,-0.8,-3.12,"Enrolled",66.6666666666667,36.3636363636364,6,6,10,12,5,3,13.4,10.6666666666667,-0.843585069620056,0.93766064050716,0.662131814103776
1,1,4,4,1,2,132,1,4,4,3,3,120.8,1,0,0,1,1,1,18,0,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,"Dropout",60,33.3333333333333,5,5,8,10,4,2,10.8,12.5,-1.95513418654704,-0.187076369953537,0.312843054614178
1,3,2,3,1,2,110,1,3,3,3,3,136.5,0,0,0,1,1,0,28,0,0,5,6,0,0,0,0,5,5,0,0,0,13.9,-0.3,0.79,"Dropout",0,0,5,5,6,5,0,0,10,10,-5.00232447501478,-0.42611512007549,-0.839737642876654
2,3,1,7,1,2,130,1,2,2,7,1,122,0,0,1,0,1,0,25,0,3,10,23,6,11.4285714285714,0,2,7,15,4,12,1,15.5,2.8,-4.06,"Dropout",58.8235294117647,26.3157894736842,10,7,16,15,6,4,11.4285714285714,12,0.265227505222966,4.1481183617544,0.642230745788274
1,2,1,7,1,2,130,1,5,5,3,2,130,0,0,0,1,1,0,25,0,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,"Dropout",66.6666666666667,38.2978723404255,11,10,16,15,8,8,12.5,11.6,2.51189392030458,5.03826160507966,-0.179917219186857
1,1,1,4,1,2,135,1,4,4,7,3,126.3,0,0,0,1,1,0,18,0,0,5,11,2,13.5,0,0,5,11,3,12.3333333333333,0,8.9,1.4,3.51,"Enrolled",50,22.7272727272727,5,5,11,11,2,3,13.5,12.3333333333333,-1.80168417787658,0.270807201474023,1.86954267347702
1,1,1,8,1,2,133.1,1,1,1,2,3,98,0,0,0,1,1,0,26,0,0,6,6,0,0,0,0,6,12,0,0,0,10.8,1.4,1.74,"Dropout",0,0,6,6,6,12,0,0,10,10,-4.40505530311356,1.37358278375434,-0.242944524502674
1,1,3,4,1,2,135,1,5,5,4,3,121,1,0,0,1,1,1,18,0,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,"Graduate",100,66.6666666666667,5,5,8,7,5,5,12.75,11.5,-0.25912695745009,-1.34518586157327,-0.338557149449512
1,2,1,3,1,2,128,1,3,3,7,5,124.2,1,0,0,1,1,0,22,0,0,6,17,3,11.3333333333333,3,0,6,14,3,12.3333333333333,0,15.5,2.8,-4.06,"Enrolled",50,19.3548387096774,6,6,16,14,3,3,11.3333333333333,12.3333333333333,-1.55530134196302,2.60336001848853,1.58497346333245
1,3,1,7,1,2,140,1,2,2,2,3,130,0,0,0,1,1,0,25,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout",0,0,6,6,8,10,0,0,10,10,-4.4324353750052,1.37585873031679,-0.296801718757347
1,1,2,3,1,2,135,1,1,1,2,2,136.1,1,0,0,1,1,0,19,0,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,"Enrolled",83.3333333333333,45.4545454545455,6,6,9,13,5,5,11.4,12.4,-0.235717460330712,0.778731645793698,0.249894391660624
1,1,2,3,1,2,131,1,1,1,1,1,132.8,1,0,0,1,1,0,19,0,0,6,7,6,14.4285714285714,0,0,6,7,6,14.5714285714286,0,13.9,-0.3,0.79,"Graduate",100,85.7142857142857,6,6,7,7,6,6,14.4285714285714,14.5714285714286,1.68662753871848,-1.78367684975214,0.73778935511221
1,1,1,1,1,2,131,1,2,2,3,3,126.3,0,0,0,1,1,0,19,0,0,7,9,7,12.4928571428571,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,"Graduate",100,78.9473684210526,7,8,9,10,7,8,12.4928571428571,11.7125,1.8600350336028,0.68036496497096,-1.02023275200943
3,3,1,3,0,4,100,1,2,2,7,1,111.5,0,0,0,1,1,0,45,0,2,8,10,4,11.5,0,2,8,13,4,11,0,10.8,1.4,1.74,"Dropout",50,34.7826086956522,8,8,10,13,4,4,11.5,11,-0.576621710398636,2.51438770479714,-0.316459365265128
2,3,1,4,0,2,140,1,5,5,7,7,118.2,0,0,0,1,1,0,52,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,"Graduate",100,76.9230769230769,5,5,7,6,5,5,11.2,12.8,-0.22844571575922,-1.75777911551156,-0.782229378695021
1,1,1,4,1,2,124,1,3,3,7,1,115.6,1,0,0,0,1,0,20,0,0,5,9,3,12,1,0,5,7,3,11,0,9.4,-0.8,-3.12,"Dropout",60,37.5,5,5,9,7,3,3,12,11,-2.04517934607378,-0.554907614253522,-0.0762730445056222
1,1,1,1,1,2,130,1,4,4,3,8,117.8,1,0,0,1,1,0,19,0,0,8,8,7,15.8857142857143,0,0,8,8,7,15.8857142857143,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,15.8857142857143,15.8857142857143,3.31532097009559,-0.638722257561025,1.33730730543375
1,1,1,1,1,2,142,1,2,2,7,7,127,0,0,1,0,1,0,21,0,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,"Dropout",57.1428571428571,33.3333333333333,7,7,12,12,4,4,12.94,11.58,-0.487809558798993,1.83019302868713,0.769938222724497
2,3,1,3,0,2,150,1,5,5,7,7,140,0,0,0,0,1,0,35,0,0,6,6,6,14,0,0,6,6,6,14.1666666666667,0,9.4,-0.8,-3.12,"Graduate",100,100,6,6,6,6,6,6,14,14.1666666666667,1.64889327170807,-2.13741590048931,0.0933801657263809
3,3,1,1,1,4,110,1,5,5,3,3,151,0,0,1,0,1,0,47,0,0,7,7,0,0,7,0,8,8,0,0,8,15.5,2.8,-4.06,"Dropout",0,0,7,8,7,8,0,0,10,10,-3.888756592197,1.66827843604454,-1.04490210008043
2,3,1,4,0,2,100,1,5,5,7,7,125.3,1,0,0,1,1,0,41,0,0,5,8,4,11.25,0,0,5,8,3,11,1,7.6,2.6,0.32,"Dropout",70,43.75,5,5,8,8,4,3,11.25,11,-1.80829755921237,-0.538002919070386,-0.480338276132981
1,4,1,6,1,1,130,1,6,6,10,10,130,0,0,0,1,1,0,26,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,"Dropout",0,0,5,5,5,6,0,0,10,10,-4.98863443906896,-0.427253093356716,-0.812809045749317
2,3,1,3,0,2,133.1,1,6,6,10,10,116,0,0,0,0,0,0,51,0,0,6,13,4,11.25,0,0,6,12,0,0,1,10.8,1.4,1.74,"Dropout",33.3333333333333,16,6,6,13,12,4,0,11.25,11.7035,-2.37244490916161,1.97928665602234,1.04274014494775
2,3,2,4,0,2,150,1,5,5,7,7,120,0,0,0,1,0,0,43,0,0,5,11,3,10.6666666666667,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,"Enrolled",70,33.3333333333333,5,5,11,10,3,4,10.6666666666667,12.5,-1.65992757071913,0.274086021005915,0.42706010592947
2,3,2,3,0,2,100,1,6,6,9,9,100,1,0,0,1,0,0,41,0,0,6,9,5,11.8,0,1,6,10,3,10.6666666666667,1,7.6,2.6,0.32,"Graduate",66.6666666666667,42.1052631578947,6,6,9,10,5,3,11.8,10.6666666666667,-1.17493857637629,0.577122054368043,-0.345535985607298
1,2,2,4,1,2,130,1,6,6,7,7,118.5,1,0,0,1,1,0,23,0,5,10,19,8,11.625,1,4,10,16,10,11.1818181818182,3,7.6,2.6,0.32,"Graduate",90,51.4285714285714,10,10,16,15,8,8,11.625,11.1818181818182,2.51044421585427,4.70311236407079,-0.71597335000982
1,2,2,3,1,2,129,1,6,6,9,3,118.9,1,0,0,1,1,0,22,0,0,6,11,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout",0,0,6,5,11,10,0,0,10,10,-4.60528818732165,1.63754067580959,0.131743936793908
1,1,2,5,1,2,127,1,5,5,7,7,119.3,1,1,0,1,1,1,25,0,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,"Dropout",66.6666666666667,57.1428571428571,6,6,8,6,4,4,10.25,11.25,-1.32865260495834,-0.334760219342308,-1.46700623932708
1,2,1,4,0,2,140,1,5,5,7,7,135.8,1,0,0,1,1,0,25,0,14,15,16,15,10.8,0,13,14,14,14,11.3571428571429,0,9.4,-0.8,-3.12,"Graduate",100,96.6666666666667,11,10,16,14,9,8,10.8,11.3571428571429,3.39073935744992,4.49305416253409,-1.68170617147596
1,4,1,5,1,1,130,1,2,2,7,7,130,1,0,0,0,1,1,22,0,5,12,15,11,12.5454545454545,0,4,11,16,11,12.6666666666667,0,8.9,1.4,3.51,"Graduate",95.6521739130435,70.9677419354839,11,10,15,15,9,8,12.5454545454545,12.6666666666667,3.66286692345069,4.29179090567591,-0.296045235635498
1,3,1,7,1,2,133.1,2,2,2,7,2,129.8,0,0,0,1,1,0,24,1,0,7,7,7,13.5714285714286,0,0,6,9,5,13.4,0,8.9,1.4,3.51,"Enrolled",92.3076923076923,75,7,6,7,9,7,5,13.5714285714286,13.4,1.29112272919437,-0.704376289086958,0.240908470297576
2,3,1,4,0,4,133.1,1,5,5,3,3,111.9,1,0,0,1,1,0,41,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
1,3,1,7,1,2,120,1,5,5,7,7,150.1,1,0,0,1,1,0,43,0,0,6,9,6,14.7777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,"Graduate",91.6666666666667,55,6,6,9,11,6,5,14.7777777777778,12.2,0.764048006727966,-0.117744001025689,1.07455313023609
1,3,1,7,1,2,133.1,1,2,2,7,6,130,0,0,0,1,1,0,29,0,0,3,4,0,0,0,0,4,8,0,0,0,16.2,0.3,-0.92,"Dropout",0,0,5,5,5,8,0,0,10,10,-4.93175925920672,-0.070718179307651,-0.56638314578042
1,3,2,6,1,2,120,1,5,5,3,3,128,0,0,0,1,1,0,30,0,0,2,2,0,0,0,0,2,2,0,0,0,7.6,2.6,0.32,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
1,3,2,4,1,4,133.1,1,3,3,7,7,102.5,0,0,0,0,1,0,26,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
1,3,2,4,0,2,133.1,1,3,3,7,7,102.5,0,0,0,0,1,0,27,0,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,"Dropout",0,0,5,5,10,5,0,0,10,10,-4.94333425907356,0.291506601147547,-0.454600231448207
2,3,2,4,1,2,100,1,5,5,7,7,110,0,0,0,1,1,1,36,0,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,"Graduate",100,83.3333333333333,5,5,5,7,5,5,11.4,11.6,-0.35522938487388,-1.8438904040646,-1.24974708762459
1,3,1,7,1,4,133.1,1,2,2,2,8,114,0,0,0,1,1,0,29,0,3,9,13,6,11.6666666666667,0,2,7,10,6,10.8571428571429,0,15.5,2.8,-4.06,"Dropout",75,52.1739130434783,9,7,13,10,6,6,11.6666666666667,10.8571428571429,0.56580468030741,2.26051025538882,-0.860780495332914
1,2,1,6,1,2,120,1,6,6,9,9,128.2,1,0,0,1,1,0,35,0,6,10,12,7,11.2857142857143,0,2,8,8,5,13,0,9.4,-0.8,-3.12,"Dropout",66.6666666666667,60,10,8,12,8,7,5,11.2857142857143,13,1.26098979234687,2.03630870054948,-0.883527432228512
1,1,1,3,1,2,128,1,4,4,4,1,116.5,0,0,0,1,1,1,18,0,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,"Graduate",75,40.9090909090909,6,6,12,10,4,5,11.5,12.6,-0.55191771718824,0.80175403208225,0.400647427833023
1,1,1,4,0,2,172,1,4,4,7,7,149.3,0,0,0,1,1,1,24,0,0,5,5,5,16,0,0,5,5,5,16,0,8.9,1.4,3.51,"Graduate",100,100,5,5,5,5,5,5,16,16,1.65079301188677,-3.60323610868998,1.69597859178287
1,1,3,3,1,2,146,1,4,4,7,5,134.1,1,0,0,1,1,1,18,0,0,6,6,6,12.5,0,0,6,7,6,12.6666666666667,0,10.8,1.4,1.74,"Dropout",100,92.3076923076923,6,6,6,7,6,6,12.5,12.6666666666667,0.963221645552273,-1.47434257895352,-0.828885111223212
1,1,4,6,1,2,135,1,4,4,3,5,126.6,1,0,0,1,1,0,18,0,0,5,7,4,12,0,0,5,10,3,13,3,7.6,2.6,0.32,"Enrolled",70,41.1764705882353,5,5,7,10,4,3,12,13,-1.23185433296199,-0.732480217161554,0.68566873568696
2,2,1,2,1,2,160,1,5,5,7,5,120,0,0,0,1,1,0,21,0,0,5,11,0,0,2,0,5,11,3,11.6666666666667,1,9.4,-0.8,-3.12,"Enrolled",30,13.6363636363636,5,5,11,11,0,3,11.9893333333334,11.6666666666667,-2.96561012086263,0.71975426044511,1.30564152839944
1,2,1,6,1,2,150,1,4,4,3,6,133.5,1,0,0,1,1,0,21,0,0,5,10,5,13,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,"Graduate",100,50,5,5,10,10,5,5,13,12.6,-0.0733552690585227,-0.512158820400007,0.844139102696776
1,3,1,7,1,2,130,1,2,2,1,4,110,0,0,0,1,1,0,32,0,8,18,27,13,13.7142857142857,1,7,12,18,12,12.0833333333333,0,15.5,2.8,-4.06,"Graduate",83.3333333333333,55.5555555555556,11,10,16,15,9,8,13.7142857142857,12.0833333333333,3.45845869598091,4.58856535350956,0.208578869219335
1,1,4,6,1,2,111,1,5,5,7,3,107.5,1,0,0,1,1,1,22,0,0,5,9,3,12.3333333333333,0,0,6,14,3,12.5,0,11.1,0.6,2.02,"Dropout",54.5454545454545,26.0869565217391,5,6,9,14,3,3,12.3333333333333,12.5,-1.45970013784799,0.829841750456381,1.41355407979016
1,4,1,7,1,1,130,1,2,2,7,5,130,1,0,0,0,1,0,32,0,11,17,31,11,12.7272727272727,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,"Dropout",72.4137931034483,38.1818181818182,11,10,16,15,9,8,12.7272727272727,12.7,3.03264799873036,4.83816847274376,0.219057711923008
1,2,1,4,1,2,170,1,6,6,9,9,111.6,0,0,0,1,1,0,35,0,1,5,5,1,14,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout",10,10,5,5,5,5,1,0,14,13.59,-3.02676655092335,-1.79142406585269,1.70297556403911
1,3,1,3,0,2,100,1,5,5,4,4,108.3,0,0,0,1,1,0,39,0,0,6,8,5,11.4,0,1,6,12,3,11,1,7.6,2.6,0.32,"Enrolled",66.6666666666667,40,6,6,8,12,5,3,11.4,11,-1.17317194307012,0.778197780159388,-0.215200542852449
2,2,1,4,1,2,120,1,6,6,9,9,128.2,0,0,0,1,1,0,35,0,0,5,5,0,0,0,0,5,5,1,10,0,9.4,-0.8,-3.12,"Dropout",10,10,5,5,5,5,0,1,10.846,10,-4.42828275918075,-0.867652458553688,-0.797555122783732
2,3,1,7,1,1,110,1,1,1,2,4,150,0,0,0,1,1,0,32,0,0,6,8,6,18.875,0,6,12,14,12,17.6923076923077,0,16.2,0.3,-0.92,"Graduate",100,81.8181818181818,6,10,8,14,6,8,18.875,17.6923076923077,4.61798811348556,-0.298020047422907,3.83367220959738
1,1,1,3,1,2,133.1,1,6,6,9,9,142.8,0,0,0,1,1,0,20,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout",0,0,6,6,12,12,0,0,10,10,-4.31656997920174,2.45001536558889,0.334761592639996
1,3,1,1,1,2,120,1,5,5,7,7,100,0,0,0,1,1,0,34,0,0,7,15,6,11.3333333333333,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,"Enrolled",71.4285714285714,32.258064516129,7,7,15,15,6,4,11.3333333333333,12.6,0.037767259087796,2.94838982203824,1.01269876649377
1,4,1,4,0,1,150,1,5,5,4,4,150,1,0,0,1,1,0,44,0,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,"Dropout",100,80,7,5,9,6,7,5,13.5,16.2,1.73455042935659,-1.63567727324669,1.0994131408234
2,3,1,8,1,4,133.1,1,5,5,7,8,156.5,0,0,0,1,1,0,53,0,7,11,12,2,15,7,4,9,10,3,10,4,16.2,0.3,-0.92,"Graduate",25,22.7272727272727,11,9,12,10,2,3,15,10,-0.333561999087342,3.30544950223601,0.358960040483392
1,3,1,6,1,4,120,1,5,5,7,2,98.6,0,0,1,0,1,0,28,0,0,5,10,0,0,0,0,5,7,0,0,0,12.4,0.5,1.79,"Dropout",0,0,5,5,10,7,0,0,10,10,-4.88645907921132,0.648041515196613,-0.208174331479311
1,4,1,4,0,1,130,1,5,5,7,7,130,0,0,0,1,1,0,31,0,9,9,9,9,14.2222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,"Dropout",100,100,9,5,9,5,9,5,14.2222222222222,12.8,2.12550717866732,-0.986557578453392,-0.479841316086215
1,3,1,7,1,2,100,1,2,2,7,8,120,0,0,1,0,1,0,44,0,2,7,14,4,12,2,0,6,16,0,0,1,15.5,2.8,-4.06,"Dropout",30.7692307692308,13.3333333333333,7,6,14,15,4,0,12,12.218,-1.89463302955844,2.82717727120542,1.88317573266319
1,1,1,2,1,2,142,1,2,2,7,7,127.7,1,0,0,1,1,0,19,0,0,5,9,5,12.6,1,0,5,8,4,12,0,12.7,3.7,-1.7,"Graduate",90,52.9411764705882,5,5,9,8,5,4,12.6,12,-0.604212275478541,-0.864023771747234,0.21803849174009
1,5,1,5,1,2,130,2,2,2,1,7,130,0,0,0,1,1,0,21,1,6,12,12,12,15.0833333333333,0,4,11,15,11,13.0833333333333,0,8.9,1.4,3.51,"Enrolled",100,85.1851851851852,11,10,12,15,9,8,15.0833333333333,13.0833333333333,4.45860265453416,3.20423060760413,0.413350789415121
1,1,1,6,1,2,148,1,1,1,10,3,147.7,0,0,0,1,1,1,18,0,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
1,4,1,7,1,3,170,1,3,3,3,3,170,1,0,0,1,1,0,20,0,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,"Graduate",100,66.6666666666667,6,6,8,10,6,6,14.5,15.3,1.71481090252859,-1.03286786478866,1.64370926431028
1,3,1,5,1,2,110,1,5,5,5,5,110.2,0,0,0,1,1,0,55,0,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,"Graduate",100,100,6,6,6,6,6,6,14.5,13.5,1.61529422184799,-2.11035482135767,0.0514851580530223
1,1,1,4,1,2,166,1,3,3,2,6,146.4,0,0,0,1,1,0,27,0,0,5,12,3,10,0,0,5,12,1,13,0,7.6,2.6,0.32,"Enrolled",40,16.6666666666667,5,5,12,12,3,1,10,13,-2.69928268608899,1.15964922886641,1.14466554236678
1,1,1,4,1,2,133,1,3,3,7,7,129.9,0,0,0,1,1,0,18,0,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,"Graduate",100,100,5,5,5,5,5,5,11.6,13.2,0.165014053351147,-2.59142581492883,-0.990904340899199
2,3,1,3,1,2,133.1,1,5,5,5,2,132,0,0,0,1,1,0,43,0,0,6,10,4,11.75,0,0,6,7,0,0,0,15.5,2.8,-4.06,"Dropout",33.3333333333333,23.5294117647059,6,6,10,7,4,0,11.75,12.0465,-2.29148299305804,0.37126880002892,0.390417599236851
1,1,5,8,1,2,130,1,5,5,7,7,122.7,1,0,1,1,1,1,20,0,0,6,7,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,"Dropout",0,0,6,6,7,6,0,0,10,10,-4.56093328871498,0.483383471912902,-0.885937871552252
2,3,1,4,0,2,121,1,5,5,7,7,141.4,0,0,1,0,1,0,29,0,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,"Dropout",80,53.3333333333333,5,5,7,8,4,4,11.25,11.8,-1.2499988340476,-0.974706751963726,-0.479508215307583
1,3,1,2,1,4,133.1,1,5,5,7,8,156.4,1,0,1,1,1,0,44,0,0,6,9,5,11.5714285714286,0,0,6,11,0,0,0,13.9,-0.3,0.79,"Dropout",41.6666666666667,25,6,6,9,11,5,0,11.5714285714286,11.924,-1.95583815599472,0.909468750787025,0.57752634541263
1,1,1,6,1,2,146,1,5,5,7,7,148.5,1,0,0,1,1,0,18,0,0,5,7,4,10,0,0,5,8,1,16,0,10.8,1.4,1.74,"Enrolled",50,33.3333333333333,5,5,7,8,4,1,10,16,-1.76248143018779,-1.05159082143016,1.00175504404882
1,4,1,7,1,3,140,1,5,5,7,1,140,0,0,0,1,1,1,20,0,0,6,11,5,13.8333333333333,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,"Enrolled",91.6666666666667,45.8333333333333,6,6,11,13,5,6,13.8333333333333,12.3,0.550708744239876,0.756806177620358,1.24237405588935
1,2,1,5,1,2,125,1,4,4,6,5,131.7,1,0,0,1,1,0,20,0,3,6,6,4,12.75,0,3,9,12,3,12.6666666666667,0,12.4,0.5,1.79,"Dropout",46.6666666666667,38.8888888888889,6,9,6,12,4,3,12.75,12.6666666666667,-0.365648237245655,0.925323800103891,0.411310633351255
2,3,2,4,1,2,120,1,5,5,7,7,104.7,1,0,0,1,1,0,36,0,0,4,4,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,"Dropout",0,0,5,5,5,9,0,0,10,10,-4.9033216692756,0.107549277716882,-0.443170195795972
1,4,1,2,1,3,150,1,1,1,1,3,150,1,0,0,1,1,0,19,0,1,6,13,5,11.6,0,1,6,12,2,11,0,13.9,-0.3,0.79,"Enrolled",58.3333333333333,28,6,6,13,12,5,2,11.6,11,-1.47639824540374,1.79897844569237,0.543194366343903
2,3,1,2,1,4,110,1,5,5,10,10,110,0,0,0,0,1,0,29,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
1,1,1,4,1,2,120,1,2,2,7,7,129.1,1,0,0,1,1,0,18,0,0,6,6,4,11.25,0,0,6,10,3,10.3333333333333,0,10.8,1.4,1.74,"Dropout",58.3333333333333,43.75,6,6,6,10,4,3,11.25,10.3333333333333,-1.66157479129666,0.175998300092552,-0.892523788335855
1,1,1,3,1,2,133.1,1,1,1,1,3,127,0,0,0,1,1,0,20,0,0,6,6,6,14.3333333333333,0,0,6,7,6,15,0,15.5,2.8,-4.06,"Graduate",100,92.3076923076923,6,6,6,7,6,6,14.3333333333333,15,1.82210686893819,-2.06419240387008,0.701974694088895
2,3,1,3,0,4,133.1,1,3,3,7,7,151.5,0,0,1,0,1,0,45,0,0,6,7,0,0,0,0,5,5,0,0,0,16.2,0.3,-0.92,"Dropout",0,0,6,5,7,5,0,0,10,10,-4.80646635291847,0.0285816694638926,-0.869458224556781
1,2,2,1,1,2,130,1,4,4,2,2,126.8,1,0,0,1,1,1,28,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,"Graduate",86.9565217391304,86.9565217391304,11,10,16,15,9,8,13.5,13.5,4.13911244596079,4.14280847349911,0.358083296153824
1,1,1,8,1,2,160,1,3,3,7,7,140.8,1,0,0,1,1,0,23,0,0,6,8,6,12.6666666666667,0,0,6,10,5,12.2,0,7.6,2.6,0.32,"Enrolled",91.6666666666667,61.1111111111111,6,6,8,10,6,5,12.6666666666667,12.2,0.359983827134322,-0.232330810723932,-0.0103589598217935
