Gender,Marital_status,Nationality,Age_at_enrollment,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Attendance,Educational_special_needs,International,Application_mode,Application_order,Previous_qualification,Course,Previous_qualification_grade,Admission_grade,Target,Curricular_units_1st_sem_(credited),Curricular_units_2nd_sem_(credited),Curricular_units_1st_sem_(enrolled),Curricular_units_2nd_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_2nd_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_2nd_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_2nd_sem_(grade),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(without_evaluations),GDP,Inflation_rate,Unemployment_rate
0,1,1,19,0,0,0,2,2,3,7,0,0,0,0,1,2,2,1,141.92624028173358,128.95220227707435,Graduate,0,4,6,6,5,6,5,5,16.123533177444564,15.500206906078148,0,1,2.8146023411129426,1.040373895591899,5.371417217069522
0,1,1,17,0,0,0,4,5,9,1,1,0,0,1,2,1,2,1,145.28493636539108,135.57899410834182,Graduate,1,3,6,7,2,2,5,5,16.32848461653739,15.505638590275808,0,0,1.8686421277462342,1.6978119136278083,8.30561065484341
0,1,1,26,0,0,0,2,2,4,7,0,1,0,0,5,1,2,7,115.20768241297768,114.60153036643266,Graduate,0,1,7,6,4,4,4,4,17.580589165653606,16.55369771419416,0,0,0.6569256874010023,1.8896909963624042,9.98513927316674
1,1,1,24,0,0,0,1,1,6,5,1,1,0,0,1,1,2,4,142.91905521164662,126.0045348420862,Graduate,1,0,5,6,4,3,3,4,15.459332372533911,15.48969102006739,0,0,2.853891084573249,0.3257947212638408,8.134360083313336
0,1,1,25,1,0,0,3,3,2,4,0,1,0,0,4,2,2,2,167.7757998769017,179.00013764368137,Enrolled,0,0,4,5,0,0,3,2,13.09995452626319,12.690610818931992,0,0,3.161893345336657,1.864958955932076,6.8392248815213845
0,1,1,17,0,0,0,2,3,5,7,0,1,0,0,3,1,2,1,171.29905478909563,169.14355335249437,Graduate,1,0,4,4,2,3,4,4,16.080418967956977,14.602910405808496,1,0,0.562172725887826,0.5571217771104254,9.914722243598987
0,1,1,20,0,0,0,2,1,8,7,1,0,0,0,4,1,2,5,157.06617401218,158.43547571737182,Graduate,0,0,5,4,2,2,4,2,15.552336664834677,14.623022278299942,0,1,2.539108382334668,1.729870233880754,7.641714150318944
0,1,1,20,1,1,0,6,2,10,7,1,1,0,0,2,1,2,2,145.16592901499257,135.35103835998152,Graduate,1,1,6,5,0,1,3,3,13.168758718852658,13.973095179712377,0,0,3.911087743418556,1.2333922672142485,6.073583113385267
1,2,1,20,1,0,0,2,4,4,5,0,0,0,0,1,1,1,4,158.49097343266254,164.95594729573676,Graduate,0,0,4,5,4,5,2,3,12.794741556343826,11.442277119881151,0,0,2.15101462473344,0.8694948903622173,5.152616069375591
1,1,1,18,0,1,0,5,1,2,10,0,0,0,0,1,1,4,5,154.11422194990183,152.68708004512033,Dropout,0,0,7,8,7,7,4,4,14.2918298146732,15.125816621075906,1,0,2.439408373719582,1.2017402223954725,7.656918846455305
1,2,1,19,0,0,0,2,2,4,4,0,0,0,0,3,1,2,2,117.5209036660305,114.26008464314903,Graduate,1,1,5,5,0,1,3,2,10.833413066218679,10.290731091986528,1,0,1.4597055924539013,2.7546157553462107,8.840687789838546
0,3,1,25,0,0,0,4,3,4,6,1,1,0,0,1,2,2,2,121.72684539189007,135.8363779409936,Graduate,1,0,5,4,3,4,5,4,12.780357442355825,13.686930060332253,0,0,2.8505562024362674,1.4362746091765397,6.320004734537734
0,1,1,17,0,0,0,3,3,7,9,0,1,0,0,1,2,2,1,152.69310747144615,165.78743608497922,Graduate,1,1,6,7,5,5,5,4,14.514279975674642,13.979694066151737,0,0,2.159005012369272,1.1249573547976772,8.16519455084205
0,1,1,30,1,0,0,1,1,5,1,1,0,0,0,2,1,2,5,126.62984764535578,134.12701749140788,Graduate,0,1,7,8,4,3,4,7,11.257715757408947,12.224576970786547,0,0,1.9276687998610222,1.5047992252412397,8.0934271913604
0,1,1,23,0,0,0,3,3,7,2,1,0,0,0,4,1,2,2,119.49536620473378,121.58591583803491,Graduate,0,0,5,6,2,3,3,5,13.944904752374088,15.378175232432072,1,0,2.000171442845383,0.9477742208467663,6.8141078714311085
0,3,1,21,0,1,0,4,1,7,10,0,0,0,0,1,1,2,8,165.78738881834906,160.62649033949387,Enrolled,1,0,5,5,1,0,3,2,10.773202648039375,11.012379171720312,0,1,1.2815850625973257,1.1777382624695658,8.489646316095419
1,3,1,26,0,0,0,2,2,3,10,1,0,0,0,1,1,2,5,141.25455530667517,138.36627235415196,Enrolled,0,0,6,6,1,1,3,2,11.287958913027044,11.321611362343164,0,0,1.5785997384210075,1.7743926898989233,9.30629524709128
0,1,1,17,1,0,0,3,2,7,7,0,0,0,0,1,3,2,5,138.70119772351896,135.35367001224608,Graduate,0,0,4,3,1,0,2,2,10.0,10.9576497636691,0,0,2.6864887474452557,1.6082073014806195,6.675976757553217
0,1,1,18,1,0,1,2,5,7,5,1,0,1,0,1,1,2,5,115.94120611082153,119.86291197421473,Graduate,1,1,5,5,2,1,4,5,15.309220464380891,15.251273763110817,0,0,1.5799947879802896,1.7608706484009735,7.0603628898329704
0,2,1,20,1,0,0,4,1,6,6,1,1,0,0,1,4,2,2,131.0261883885686,130.70891655282946,Enrolled,0,1,6,5,2,1,2,3,12.757253059484242,11.773022024188194,0,0,2.2332804837227322,1.9165837168181605,6.870343916958991
0,1,1,28,0,0,0,3,2,9,3,0,1,0,0,4,1,1,8,133.13144187690102,133.06342942098067,Graduate,0,0,6,7,5,6,5,4,18.244072479430898,17.07116692590696,0,2,1.2606423890233855,1.094272909165055,8.217782074030707
0,2,1,21,0,0,0,1,3,7,5,0,1,0,0,4,3,2,8,121.89761526207525,137.30650667242077,Graduate,0,0,7,6,1,0,5,5,13.004120786151997,13.209502650159667,2,0,1.0278241570149977,0.9320362581778884,9.2462681468664
1,3,1,23,0,0,1,2,2,6,5,1,1,0,0,4,4,2,3,115.690691450827,127.12791510447697,Enrolled,1,1,7,6,1,2,4,2,13.656560205908491,13.219216364853043,0,2,1.6804552443501017,1.8269964761701212,9.032498198356006
1,1,1,18,0,0,0,2,3,8,1,0,1,0,0,1,4,1,7,174.95817108946017,167.14623192855942,Dropout,2,0,4,5,3,4,4,3,13.698136861630214,14.000083984072635,1,0,2.6060540101526777,1.147313629243607,8.093034584476218
1,1,1,23,0,1,0,5,6,7,5,1,1,0,0,1,1,3,1,168.18803740760592,171.1578074364211,Dropout,0,0,5,6,0,1,4,4,11.445202368425544,11.613172846367592,0,1,0.10968573681365523,1.9178233001670144,8.785807459670563
0,1,2,29,0,0,1,2,6,6,5,0,1,0,0,4,1,2,7,137.9005304846319,130.14323676099434,Dropout,0,0,7,7,5,6,4,5,14.482447740290663,13.572468093340047,0,0,2.1507578689698077,1.8488884920004844,8.386240510270232
0,1,1,26,1,0,0,3,2,4,7,0,1,0,0,4,2,2,3,113.44787734758364,119.47492669544755,Graduate,0,2,5,6,1,1,4,5,14.133966651827343,14.517509063556655,0,0,2.19335345172004,1.2226188141407786,7.2851099301544755
0,1,1,21,0,0,0,1,3,7,6,1,1,0,0,3,1,2,3,105.49226600567104,124.78434484826012,Graduate,0,0,5,6,1,0,5,4,14.00409046650999,15.120577662609886,1,0,1.7534869137465041,1.4987945106907854,8.24630408635233
0,2,1,24,0,0,0,3,5,2,7,1,0,0,0,1,3,2,5,130.9686252381626,127.40802928451296,Graduate,0,0,5,6,5,6,3,4,13.169510505441167,13.08829015783539,1,0,3.371260764991675,1.3898755067563804,7.452556760838302
1,3,1,24,0,0,0,3,1,5,4,0,0,0,0,2,3,2,4,95.0,102.90597768898,Enrolled,0,3,5,6,3,4,3,3,13.898181023133905,13.31048639693546,0,0,4.31150848440337,0.9727024496018288,4.514825689701026
0,3,2,24,0,0,0,3,2,6,5,1,0,0,0,3,3,2,1,130.94414138533446,147.07973112732714,Graduate,1,2,4,4,0,1,2,3,11.30619318972289,10.346924901365778,0,0,3.1486449242465473,1.8961154825631215,5.817003795031422
0,1,1,27,1,0,0,5,2,6,6,0,1,0,0,1,1,2,5,99.57172703237943,98.2094047883107,Enrolled,0,0,5,6,1,0,3,6,15.500526809939883,16.401387630248387,0,0,2.4281869307540123,1.7666423224103929,7.153538413119792
0,2,1,27,0,0,0,1,2,7,3,0,1,0,0,2,2,2,2,138.1147244637352,143.05775023634013,Graduate,0,0,6,5,3,3,3,2,13.642376131390018,12.789858490830316,1,0,2.033718988947422,1.8303824852751336,8.227193791247327
0,2,1,20,0,0,0,2,6,6,4,0,1,0,0,3,1,2,4,143.92825755997154,161.07657810829795,Dropout,0,1,5,4,4,3,4,3,16.990415451759194,18.571081724073707,0,1,3.872784405547331,1.9929591973533598,5.739555614889757
1,1,1,24,0,0,0,6,3,3,7,1,1,0,0,3,2,2,2,136.2630829939039,126.9024762231625,Dropout,0,0,4,5,0,1,2,3,14.854377544924569,14.836343575351705,0,0,1.9200094743615574,1.6329820797426091,7.283336380124809
0,1,1,19,0,0,0,2,2,7,5,0,1,0,0,1,1,2,7,183.43522933734437,173.0684686225041,Graduate,0,0,4,3,0,-1,4,3,13.758375262834106,14.28643662229841,0,0,1.6163610934290717,2.122502430935583,9.679578629321055
0,1,2,17,0,0,0,3,4,7,8,1,1,0,0,1,2,4,3,135.874076180789,123.43143039137166,Graduate,0,1,5,5,4,3,3,4,14.285037253478542,13.870814666132986,0,0,2.1739061192815337,1.5031746447997272,6.920222128228101
0,3,1,20,0,0,0,3,2,7,7,1,1,0,0,3,3,2,8,174.60558876012985,182.15512740549468,Enrolled,1,0,7,8,6,5,7,6,15.2108573285916,16.167254363968393,0,0,2.896195174305495,2.063706891452346,6.707336408123513
0,1,1,21,0,0,0,3,4,3,2,0,1,0,0,1,3,2,3,145.92505925273966,135.79368243311382,Dropout,1,2,7,8,1,1,4,6,15.590482662777909,14.741638864646507,0,0,1.3672528903190695,1.9673595112008575,8.584231538526982
1,2,1,17,0,1,0,2,2,7,5,1,1,0,0,4,2,2,2,180.25499688162506,185.85347675932763,Graduate,1,3,5,5,4,5,2,4,13.451114479729899,14.62364274861824,1,1,1.8286133656676034,1.653240573095924,10.002983306168884
1,1,1,25,1,0,0,2,2,7,7,1,1,0,0,3,1,2,5,104.88782269210476,118.4839652351473,Graduate,0,0,7,8,1,1,4,6,14.980577306704074,14.147611653344539,1,0,2.9645834527308974,1.6542155756000392,6.476581301714337
1,2,1,17,0,0,0,3,2,4,7,0,0,0,0,4,1,2,5,118.35026966914484,111.731489232856,Enrolled,0,2,6,7,1,1,5,6,13.689524912719506,13.136765733582774,1,1,3.715166586507577,1.755414629725363,7.090518994573973
1,1,1,35,0,0,1,2,3,7,7,1,1,0,0,1,1,2,5,134.26054090807213,126.6397015255011,Graduate,1,0,6,6,3,2,2,6,17.426306846298722,17.091162626196347,0,0,1.5403322342494872,1.2982689726301326,8.178952819453235
0,1,1,29,1,0,0,3,2,1,7,0,1,0,0,1,1,2,3,172.06298576459864,178.76218923258668,Dropout,1,1,5,4,3,4,4,1,14.228563199882366,16.446768333502703,0,1,1.471873846918717,1.3819825204372498,6.421628516639355
1,1,1,20,0,0,0,2,1,6,1,1,1,0,0,1,2,3,3,135.21887505312395,135.69748211636121,Graduate,0,1,7,8,2,3,5,7,16.701896361901955,16.19432979138346,0,1,2.0055805996970157,2.2024866143666375,8.738975294531784
0,1,2,21,0,1,0,2,6,7,2,1,1,0,0,1,2,2,2,126.39633383296692,102.76735155054878,Enrolled,0,0,4,5,0,1,3,4,15.585053069693187,15.425988971032506,0,0,-0.30085245570768127,1.5118116623894682,10.726861916493872
0,2,1,23,0,0,0,2,5,6,7,1,1,0,0,1,5,2,8,152.13396906690392,167.4527334226471,Dropout,0,0,6,7,3,4,5,4,14.906496723701526,16.189980627876402,0,1,0.9253274651306536,1.8238070159236286,9.680680237905092
1,1,1,18,0,0,0,5,3,7,3,1,0,0,0,1,1,2,6,158.1182285447315,163.6382075894386,Graduate,2,0,5,4,0,0,4,4,16.231447423473213,17.33283012831,0,0,2.056259921160942,1.2773003441125406,7.514559193908174
0,1,1,22,1,0,1,3,4,2,6,0,1,0,0,1,5,1,7,124.6574616432768,120.85379268228485,Dropout,0,0,4,4,1,2,4,2,14.708516781974941,15.843535546811278,0,0,3.003267211882446,1.9833053491923354,6.480188478693505
1,1,1,20,0,0,0,3,5,7,7,0,0,0,0,1,1,2,2,126.2272058199217,122.01850231659691,Graduate,1,1,4,4,3,4,4,3,11.203885170131628,10.0,0,0,1.8394674600846517,1.5950614879827167,8.89383787528809
0,1,1,21,1,0,0,5,3,4,6,0,1,0,0,1,2,2,6,173.89868638356438,180.90139808522258,Graduate,0,0,6,7,2,2,5,6,13.33731244904547,13.00512130688429,0,1,0.9446286024550665,2.282780648255896,8.238575124865921
1,1,1,22,0,0,1,3,3,5,5,1,0,0,1,1,5,2,7,164.97637773825284,164.52758717731763,Graduate,0,2,7,7,1,2,3,6,13.91211954381555,14.741582537116948,0,0,3.0477046016368883,0.9367602602672813,6.960501237812803
1,1,1,17,0,0,0,6,4,4,7,1,1,0,0,1,2,2,3,170.32823003965112,170.90071950938002,Dropout,1,0,4,3,4,5,3,1,14.44521896176212,15.199450110723078,0,0,0.9164336212311337,2.4789133694162713,8.724342550772146
1,3,1,21,1,0,0,1,3,5,2,0,1,0,0,4,1,1,2,158.81336630910033,160.32046236637086,Graduate,3,0,5,4,3,2,5,3,15.716594571713998,16.19617413308973,0,0,-0.10659322414017902,1.731222803709898,9.1773939142477
1,1,1,22,0,0,0,4,1,7,7,0,1,0,0,1,2,2,6,122.92806455418182,114.73755809308882,Enrolled,0,0,5,6,0,1,4,4,12.622580237806076,11.454663054841104,0,1,1.251537964907381,0.6918675561895176,9.020386169766986
1,2,1,22,1,0,0,2,2,7,7,1,1,0,0,1,3,2,5,139.340665626711,135.7331593038149,Dropout,0,1,7,7,2,1,2,5,10.177521097238968,10.0,0,2,1.9659470453991625,1.275086925952221,8.715534997122182
0,3,1,20,0,0,0,4,2,5,6,0,1,0,0,1,4,3,5,118.7708533565195,116.88759861948935,Graduate,1,0,7,6,6,6,4,3,13.087027273925658,11.777319159427693,1,0,2.1133882325932625,1.7947064938376867,8.420236068513368
0,1,1,27,0,0,0,4,5,4,3,0,1,0,0,1,1,2,2,159.51651819677048,151.9101348406755,Dropout,0,0,7,6,7,6,5,5,14.99998996746397,15.091908788295386,0,0,1.5770782180469471,0.6975708955475977,8.546149363357095
0,1,1,19,1,0,0,2,3,5,7,0,1,0,0,1,3,2,3,129.130285673224,131.8775316476752,Dropout,0,1,7,6,7,7,6,2,13.93710772946781,13.903400055055165,0,0,2.455041860019128,1.789626287128766,6.17116212270988
1,1,1,22,0,0,0,2,4,7,6,1,0,0,0,2,4,4,5,105.76602262197534,110.60932591783035,Graduate,0,2,5,4,2,3,4,4,12.119660289872396,11.895227205919698,0,0,1.0130276903079807,1.6839796244056087,8.806833351998176
0,3,1,27,1,1,0,3,4,4,1,0,1,0,0,5,1,2,5,142.27348587136018,159.13843625131378,Graduate,0,0,5,5,2,1,3,4,15.034869459585815,15.455806011754351,0,0,2.1637930301320907,1.6990969361077086,6.0763801831316995
1,3,1,21,1,1,0,1,2,5,8,0,1,0,0,1,1,2,5,162.50428436301502,154.8945558831047,Graduate,0,0,4,5,1,0,1,4,14.626210514284079,14.563348485371666,1,1,0.8322735746470868,1.7088570162392562,7.408860511679913
0,1,1,22,1,0,1,4,3,6,7,1,1,0,0,3,5,1,7,112.45838144960125,121.3629524003712,Graduate,0,0,4,4,1,0,3,4,13.685637169428285,13.404068890659168,0,0,1.1419806591434236,0.5287939550946743,8.124601814653234
0,2,1,21,0,0,0,1,2,3,6,1,1,0,0,4,1,2,7,137.49931438657592,151.74861964326413,Graduate,2,1,5,6,3,3,3,5,19.640952785193328,19.31734441786656,0,0,1.350890217108789,1.6122599449073676,9.517656256846346
1,1,1,27,0,1,0,5,2,3,5,0,1,0,0,1,2,2,3,128.9094027640398,138.40529051353099,Graduate,2,1,7,6,5,4,5,2,10.923919283965182,11.357109349579222,0,0,1.6278954079538135,0.9386787078481544,5.934673004907509
0,3,1,20,1,0,0,2,4,2,10,1,1,0,0,1,2,2,2,159.82193724003378,154.84124389169511,Enrolled,0,0,4,3,0,1,1,2,12.259318835398872,12.67667623854172,0,2,0.5635665597900821,1.4854323512124115,10.192201244243785
0,3,1,27,0,0,0,3,3,4,7,1,1,0,0,1,1,2,2,99.05841914734512,95.96568317299112,Graduate,0,0,5,4,4,5,4,4,15.21482204111168,14.606414783548553,0,0,3.2917489467387133,1.030176823657225,5.783941877856626
0,1,1,20,0,0,1,1,4,1,6,1,1,0,0,4,3,3,3,162.6996333555588,177.8789471108771,Graduate,0,1,5,6,1,0,2,4,14.037284585635597,12.806164430848954,0,1,2.1606327702351265,1.4349150792596064,7.733410390923186
1,1,1,17,1,0,0,2,2,6,7,1,1,0,0,1,1,2,8,125.89806746734844,124.03317009324721,Dropout,0,1,6,6,5,6,4,4,13.09216433663778,13.329869116665055,2,1,1.1262550379411942,1.639680652649615,10.859861399375596
1,1,1,24,0,0,0,2,3,2,3,1,1,0,0,1,2,2,2,136.80019046471128,136.49891872069838,Graduate,0,1,5,4,2,2,3,3,12.159724235711836,12.873158989249774,0,0,2.6889319605131323,0.8177052775205916,8.265398954861519
0,1,1,19,1,0,0,2,2,4,2,1,0,0,0,3,2,2,8,157.1720713699224,152.3049895272848,Graduate,0,2,4,5,2,1,3,2,11.281869481056365,11.637068319690867,0,0,1.5313737269927445,1.9737495332554345,8.325036062218446
0,2,1,24,0,0,0,1,3,3,3,0,1,0,0,2,1,2,2,169.57794350457024,177.31612708866768,Graduate,2,0,7,6,0,-1,5,3,15.681106972766614,16.058428637616487,1,0,1.934685653377096,1.9429762174071175,7.353695216734122
0,1,1,17,0,0,0,4,2,7,3,1,1,0,0,1,1,2,3,141.02646803032107,116.41836055391136,Dropout,1,1,7,8,6,7,6,6,13.770559105836782,13.032000232435815,0,0,3.7345053961155203,1.2688436830806786,7.138486056197885
1,1,1,21,0,0,0,1,3,7,7,1,0,0,0,1,2,2,2,125.500045739587,117.39998441067509,Graduate,0,0,4,4,4,4,3,2,15.581215786717765,15.608049676361698,1,0,2.596202068352775,1.3912402362560818,6.521218954879312
1,1,1,19,0,0,0,4,1,7,2,0,1,0,0,2,1,2,1,129.36999615292567,119.57104360880169,Enrolled,0,1,7,6,3,2,5,4,10.851592692841102,10.390385675540298,1,0,1.4386715410272157,2.052265595163915,8.611405292895501
0,3,1,17,0,0,0,2,2,6,7,0,1,1,0,2,1,2,1,163.32183946878615,179.20568351384495,Dropout,0,0,4,3,3,2,3,1,16.40441566976549,16.442643801552688,0,0,2.3621712907074475,1.5644172550604016,8.412983711782571
0,1,2,18,0,0,0,3,3,7,6,0,1,0,1,1,1,2,3,122.31610635721754,124.63824152481553,Dropout,0,0,7,7,7,8,5,5,15.221366517020543,14.417227320318704,1,0,3.0337813426347706,0.6605759820658029,7.795319868158908
0,1,1,18,1,0,0,2,3,1,4,0,1,0,0,1,3,2,5,146.5775636716131,144.56003500331633,Graduate,0,0,5,4,5,5,3,4,12.807421314099908,12.433486651994263,1,0,1.9999978964669598,1.6432221694384173,5.992027013043234
1,1,1,21,0,0,0,3,3,2,4,1,1,0,0,1,1,1,2,140.14877043600865,138.10864406381134,Graduate,0,1,6,6,1,1,4,5,15.134279192597642,14.286006465444373,0,0,1.5267971761616903,1.9009318284372743,8.810822859477346
1,3,1,17,0,0,0,3,3,1,6,1,0,0,0,5,1,1,8,155.18530696960966,141.36968797188112,Graduate,2,0,6,6,4,5,4,4,15.053434296580665,14.88776702285912,0,1,1.7127563153727081,2.4555776103334717,7.896015162227919
0,2,1,23,0,0,0,2,5,1,4,0,1,0,0,1,3,3,5,140.68278950364353,154.2447399722762,Graduate,0,0,5,4,5,6,3,1,15.770962318067829,15.341124251205589,0,0,3.3500772230689533,0.8716085001663703,6.21204342916406
0,1,1,28,0,0,0,2,5,3,5,0,1,0,0,1,1,2,8,131.32235858225735,127.8086879914274,Dropout,2,0,6,7,6,6,6,3,13.150659506067754,13.060029699508018,0,2,1.2675317490823557,1.383187239223451,8.77448739762115
0,1,2,22,0,0,0,1,2,6,7,1,1,0,1,1,2,2,2,129.91818027960133,135.8493508295985,Enrolled,1,1,5,5,1,1,3,2,11.84283008389379,10.930006851900966,0,0,1.890153549103815,1.1630160273071612,10.479663033645913
1,1,1,25,0,0,0,1,2,2,7,1,0,0,0,4,3,2,2,129.54410883078265,122.97900125764464,Graduate,0,0,5,4,1,1,4,3,11.188671145980638,10.0,0,0,2.7199455080896224,1.861892886970601,7.230449070756547
0,1,1,26,0,0,0,1,3,9,7,1,0,0,0,2,1,2,7,112.4107069877883,111.81108924115252,Graduate,0,0,4,4,0,-1,3,4,12.79030399795498,13.594887551576122,0,0,3.2627747457402125,2.386606341929424,6.394972280639949
1,1,1,27,0,0,0,2,1,7,7,0,0,0,0,1,1,2,5,150.12095965024832,140.9322428965429,Dropout,1,2,7,8,3,4,5,8,10.500080248382966,10.0,0,0,0.7225509458785522,1.9380255287799368,8.239096044085954
1,3,1,30,0,0,0,3,2,10,7,1,1,0,0,4,1,3,8,144.19917360744802,141.7187532455912,Enrolled,0,0,4,5,2,2,2,4,15.288084630376277,16.170738915391425,1,0,2.1420270074954653,1.3038758513882966,7.748024997653676
0,1,1,19,0,0,0,2,2,1,3,1,0,0,0,4,5,2,2,110.67754200105838,121.0853657549375,Enrolled,0,0,6,6,0,0,6,3,13.104377814982278,12.445099120647072,0,0,2.090722165682184,1.733912894816775,6.121425326701714
0,2,1,17,0,0,0,2,2,7,10,0,0,0,0,1,3,2,1,131.88749632217653,132.94571199678379,Dropout,0,1,5,6,0,0,5,5,11.834853225833587,12.871833924045996,0,0,2.2596498543759678,1.5205551011255165,8.781588615920551
0,1,1,25,0,0,0,1,3,7,5,0,0,0,0,1,1,4,8,134.4899727199381,138.23121835606258,Graduate,0,0,5,5,2,3,5,4,15.772031952984078,16.441049610848353,0,1,2.5389392086101394,2.1319510517465527,7.3860233642773165
1,2,1,25,0,0,0,3,2,8,7,0,1,0,0,4,1,1,6,128.2916720740171,128.91818588896157,Dropout,0,1,6,7,5,4,5,6,14.721377738571448,14.274268026488857,0,0,1.9080210211763282,1.8657848619149817,7.750860064565322
1,2,1,25,0,0,0,2,2,6,7,0,0,0,0,1,2,2,7,137.60233398393135,153.9139093046519,Graduate,0,0,7,6,5,4,2,4,13.785855078953912,12.774163876601222,1,0,1.7801284298931508,1.5260552976422495,8.796910956172145
1,1,1,30,0,0,0,3,4,7,6,1,0,0,0,1,1,2,3,137.86132399369245,129.69592958019558,Dropout,0,1,5,6,4,5,4,5,17.24689945480554,17.89332600689687,0,0,0.9382806575373925,1.3318581136461278,8.465285697853588
0,1,1,21,0,0,0,3,4,1,10,0,1,0,0,3,1,2,1,157.8870933514911,156.50610584050932,Graduate,4,1,7,8,2,1,5,5,15.575060624162678,14.637262182268136,0,0,0.8228517655648555,1.4574526794153018,9.57232203800464
0,1,1,23,1,0,0,3,4,1,3,1,1,0,0,2,1,1,4,139.90640462866781,141.78548394668093,Dropout,0,0,5,5,2,2,1,4,14.09404354376489,12.977450200599977,0,0,2.452375251813594,1.9389238846423276,6.1399161414763075
1,1,1,17,1,0,0,2,2,2,5,1,1,0,0,1,3,2,8,151.87266836850543,141.91300458611198,Graduate,0,0,5,4,2,2,3,0,14.277589768788063,14.530087381126789,0,0,0.5496611466271268,1.1138956672517768,8.038773497640932
1,1,1,32,0,0,0,3,1,8,2,0,1,0,0,1,4,3,8,112.18249142974288,113.44712935430891,Graduate,1,0,4,3,2,2,4,1,10.700364328985914,12.023732957989417,0,0,2.1925390291565683,1.5053773760238633,5.058989743066164
0,1,1,19,1,0,0,2,1,1,2,1,0,0,0,3,1,2,1,118.76916089389718,119.06561081971302,Graduate,1,2,7,8,5,4,4,6,11.178289336396936,10.0,0,0,2.7122256485084533,2.097171359953923,7.950664250769538
1,3,1,19,0,0,0,5,2,2,7,0,0,0,0,1,1,2,2,112.52431117196139,113.6634327501807,Graduate,0,0,5,4,5,4,3,2,11.554972143130819,11.301436075312514,1,0,2.5900188125836983,0.42944865042359415,8.41283905558311
1,1,1,19,0,1,0,4,2,9,1,0,0,0,0,4,1,4,3,132.08533377592045,133.26829071737382,Dropout,0,0,6,5,3,4,1,4,10.302186016134678,10.0,2,0,4.295180623810008,1.2592418786329378,5.965749275969647
1,2,1,18,0,0,0,2,4,2,7,1,1,0,0,1,1,2,7,141.11193782352203,134.39594682650696,Graduate,0,2,5,6,3,4,3,5,12.969102789261274,11.146506225335962,0,1,0.9022755637888047,1.3453539051393113,10.285050703304217
1,1,2,17,0,0,0,6,6,7,7,0,0,0,0,1,1,2,7,173.3542669484641,157.1085297144522,Dropout,1,0,7,6,0,0,2,6,18.122185662790628,17.994149229359085,1,0,1.9314837375432146,2.102646917382481,8.789364369625945
1,2,1,18,0,0,0,3,4,7,5,0,1,0,0,1,1,2,2,123.40666656070783,125.23748300334768,Graduate,0,0,5,6,0,1,2,4,12.988359063472405,13.510633307576784,1,0,1.9786287729879437,1.9159717610681224,8.627020289338796
1,1,1,17,0,1,0,2,3,1,4,1,1,0,0,1,1,3,5,156.98620613007,148.05242585224192,Dropout,0,0,7,6,4,5,6,5,14.57355723733766,14.97777148160941,0,0,3.440403243686376,1.0319200164838669,6.419843453192535
0,2,1,17,0,1,0,1,3,1,2,1,1,0,0,1,1,3,5,123.35413616035365,122.4296864348136,Graduate,0,0,6,5,2,1,3,4,15.256888534343808,14.968247932056583,0,1,2.4693533523503133,1.0877848719223935,8.664609515372653
0,1,1,31,0,0,0,3,4,6,9,1,1,0,0,1,1,2,4,140.47791904895988,132.99349479973955,Dropout,0,0,4,3,4,4,3,3,13.42644119292162,15.682625635100402,0,0,1.7580015391636887,1.5169287391291082,7.5455619948743236
1,1,1,25,0,0,0,4,5,10,7,1,1,0,0,2,2,2,5,136.95415200146726,122.14657779829116,Dropout,1,0,6,6,4,5,5,6,14.24555441839816,14.560210148292892,0,0,2.6959048336286386,1.075031956325176,7.847816255990962
0,1,1,26,0,0,0,4,3,7,4,0,1,0,0,1,2,2,3,121.52358890323933,125.1299303108014,Graduate,1,0,6,7,5,6,4,4,13.288722169776054,13.991486204890599,0,0,1.9361562427438557,2.357185968742935,9.013181711215928
0,1,1,27,1,0,0,3,2,4,1,1,1,0,0,1,3,1,5,123.08815554287236,130.09165420409093,Enrolled,1,0,5,4,4,3,5,3,12.618203822673978,12.469045883285219,0,0,1.3223618309769283,1.3157010643604914,8.094604608406653
0,1,2,30,0,0,0,2,2,4,4,1,1,0,0,1,1,2,6,171.94985559188018,182.9827399085296,Graduate,1,0,7,6,4,4,4,5,14.170128048885864,16.004705186203473,0,1,1.4001844712750375,1.9884220265716346,9.025517763618456
0,1,1,17,0,0,0,3,3,4,2,0,0,0,0,1,1,2,1,129.33583860126498,124.86532925394104,Graduate,0,1,6,7,3,2,5,6,13.195692842354347,13.441145439235695,1,0,1.9004190111394794,1.1011536827504693,8.250460131517114
1,1,1,17,0,0,1,4,2,7,7,1,1,0,0,1,1,1,8,159.97278304977152,160.36968307462834,Enrolled,0,0,4,5,2,1,2,5,12.608449224052352,12.20954355634636,1,1,2.5013854603538292,1.174563963002866,6.519922803454154
